"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"27.04.2018 17:30 - 27.04.2018 17:45","61021","61445"
"27.04.2018 17:45 - 27.04.2018 18:00","60859","61441"
"27.04.2018 18:00 - 27.04.2018 18:15","60498","61290"
"27.04.2018 18:15 - 27.04.2018 18:30","60296","60829"
"27.04.2018 18:30 - 27.04.2018 18:45","60265","60710"
"27.04.2018 18:45 - 27.04.2018 19:00","60261","60863"
"27.04.2018 19:00 - 27.04.2018 19:15","60094","60666"
"27.04.2018 19:15 - 27.04.2018 19:30","59822","60533"
"27.04.2018 19:30 - 27.04.2018 19:45","59483","60369"
"27.04.2018 19:45 - 27.04.2018 20:00","59333","60300"
"27.04.2018 20:00 - 27.04.2018 20:15","58951","59982"
"27.04.2018 20:15 - 27.04.2018 20:30","58287","59353"
"27.04.2018 20:30 - 27.04.2018 20:45","57774","59129"
"27.04.2018 20:45 - 27.04.2018 21:00","57547","59073"
"27.04.2018 21:00 - 27.04.2018 21:15","56841","59264"
"27.04.2018 21:15 - 27.04.2018 21:30","56335","58438"
"27.04.2018 21:30 - 27.04.2018 21:45","55714","57438"
"27.04.2018 21:45 - 27.04.2018 22:00","54713","56388"
"27.04.2018 22:00 - 27.04.2018 22:15","54196","55338"
"27.04.2018 22:15 - 27.04.2018 22:30","53145","54294"
"27.04.2018 22:30 - 27.04.2018 22:45","52199","53209"
"27.04.2018 22:45 - 27.04.2018 23:00","51090","52268"
"27.04.2018 23:00 - 27.04.2018 23:15","49984","50890"
"27.04.2018 23:15 - 27.04.2018 23:30","48965","49966"
"27.04.2018 23:30 - 27.04.2018 23:45","47893","49081"
"27.04.2018 23:45 - 28.04.2018 00:00","46945","48226"
"28.04.2018 00:00 - 28.04.2018 00:15","46386","47285"
"28.04.2018 00:15 - 28.04.2018 00:30","45607","46649"
"28.04.2018 00:30 - 28.04.2018 00:45","45002","46109"
"28.04.2018 00:45 - 28.04.2018 01:00","44429","45420"
"28.04.2018 01:00 - 28.04.2018 01:15","43873","44766"
"28.04.2018 01:15 - 28.04.2018 01:30","43379","44368"
"28.04.2018 01:30 - 28.04.2018 01:45","43130","43826"
"28.04.2018 01:45 - 28.04.2018 02:00","42749","43621"
"28.04.2018 02:00 - 28.04.2018 02:15","42341","43018"
"28.04.2018 02:15 - 28.04.2018 02:30","42127","42906"
"28.04.2018 02:30 - 28.04.2018 02:45","42055","42911"
"28.04.2018 02:45 - 28.04.2018 03:00","42015","43031"
"28.04.2018 03:00 - 28.04.2018 03:15","42014","43153"
"28.04.2018 03:15 - 28.04.2018 03:30","41934","43301"
"28.04.2018 03:30 - 28.04.2018 03:45","41966","43174"
"28.04.2018 03:45 - 28.04.2018 04:00","41990","43058"
"28.04.2018 04:00 - 28.04.2018 04:15","42125","43128"
"28.04.2018 04:15 - 28.04.2018 04:30","42077","43088"
"28.04.2018 04:30 - 28.04.2018 04:45","42262","43030"
"28.04.2018 04:45 - 28.04.2018 05:00","42298","43120"
"28.04.2018 05:00 - 28.04.2018 05:15","42574","43840"
"28.04.2018 05:15 - 28.04.2018 05:30","42573","43776"
"28.04.2018 05:30 - 28.04.2018 05:45","42764","43841"
"28.04.2018 05:45 - 28.04.2018 06:00","42910","44124"
"28.04.2018 06:00 - 28.04.2018 06:15","43079","44496"
"28.04.2018 06:15 - 28.04.2018 06:30","43651","44871"
"28.04.2018 06:30 - 28.04.2018 06:45","44104","45654"
"28.04.2018 06:45 - 28.04.2018 07:00","44682","46457"
"28.04.2018 07:00 - 28.04.2018 07:15","45465","47368"
"28.04.2018 07:15 - 28.04.2018 07:30","46208","48584"
"28.04.2018 07:30 - 28.04.2018 07:45","47705","49805"
"28.04.2018 07:45 - 28.04.2018 08:00","48848","51139"
"28.04.2018 08:00 - 28.04.2018 08:15","50287","51919"
"28.04.2018 08:15 - 28.04.2018 08:30","51022","53035"
"28.04.2018 08:30 - 28.04.2018 08:45","51788","54443"
"28.04.2018 08:45 - 28.04.2018 09:00","52623","55105"
"28.04.2018 09:00 - 28.04.2018 09:15","53187","55664"
"28.04.2018 09:15 - 28.04.2018 09:30","54092","56332"
"28.04.2018 09:30 - 28.04.2018 09:45","54395","56771"
"28.04.2018 09:45 - 28.04.2018 10:00","54890","57184"
"28.04.2018 10:00 - 28.04.2018 10:15","55058","56897"
"28.04.2018 10:15 - 28.04.2018 10:30","55370","57083"
"28.04.2018 10:30 - 28.04.2018 10:45","55691","57348"
"28.04.2018 10:45 - 28.04.2018 11:00","55931","57486"
"28.04.2018 11:00 - 28.04.2018 11:15","56131","57727"
"28.04.2018 11:15 - 28.04.2018 11:30","56375","58048"
"28.04.2018 11:30 - 28.04.2018 11:45","56715","58103"
"28.04.2018 11:45 - 28.04.2018 12:00","56037","57870"
"28.04.2018 12:00 - 28.04.2018 12:15","55841","57236"
"28.04.2018 12:15 - 28.04.2018 12:30","55766","57472"
"28.04.2018 12:30 - 28.04.2018 12:45","55215","56752"
"28.04.2018 12:45 - 28.04.2018 13:00","54932","56304"
"28.04.2018 13:00 - 28.04.2018 13:15","54018","56045"
"28.04.2018 13:15 - 28.04.2018 13:30","53691","55537"
"28.04.2018 13:30 - 28.04.2018 13:45","53287","54811"
"28.04.2018 13:45 - 28.04.2018 14:00","52553","54487"
"28.04.2018 14:00 - 28.04.2018 14:15","52205","53885"
"28.04.2018 14:15 - 28.04.2018 14:30","51672","53539"
"28.04.2018 14:30 - 28.04.2018 14:45","51495","52944"
"28.04.2018 14:45 - 28.04.2018 15:00","51809","52062"
"28.04.2018 15:00 - 28.04.2018 15:15","51951","52089"
"28.04.2018 15:15 - 28.04.2018 15:30","51163","52410"
"28.04.2018 15:30 - 28.04.2018 15:45","51052","51966"
"28.04.2018 15:45 - 28.04.2018 16:00","50825","51944"
"28.04.2018 16:00 - 28.04.2018 16:15","51277","52126"
"28.04.2018 16:15 - 28.04.2018 16:30","51597","51564"
"28.04.2018 16:30 - 28.04.2018 16:45","51682","51400"
"28.04.2018 16:45 - 28.04.2018 17:00","51085","51046"
"28.04.2018 17:00 - 28.04.2018 17:15","51379","51547"
"28.04.2018 17:15 - 28.04.2018 17:30","51457","51933"
"28.04.2018 17:30 - 28.04.2018 17:45","51637","52502"
"28.04.2018 17:45 - 28.04.2018 18:00","51769","52559"
"28.04.2018 18:00 - 28.04.2018 18:15","52039","52826"
"28.04.2018 18:15 - 28.04.2018 18:30","52095","52669"
"28.04.2018 18:30 - 28.04.2018 18:45","52131","52717"
"28.04.2018 18:45 - 28.04.2018 19:00","51925","52604"
"28.04.2018 19:00 - 28.04.2018 19:15","52110","53173"
"28.04.2018 19:15 - 28.04.2018 19:30","51975","52783"
"28.04.2018 19:30 - 28.04.2018 19:45","51676","52377"
"28.04.2018 19:45 - 28.04.2018 20:00","50896","52292"
"28.04.2018 20:00 - 28.04.2018 20:15","51058","52363"
"28.04.2018 20:15 - 28.04.2018 20:30","50706","51953"
"28.04.2018 20:30 - 28.04.2018 20:45","50123","51785"
"28.04.2018 20:45 - 28.04.2018 21:00","50206","51809"
"28.04.2018 21:00 - 28.04.2018 21:15","49758","51732"
"28.04.2018 21:15 - 28.04.2018 21:30","49548","50990"
"28.04.2018 21:30 - 28.04.2018 21:45","49385","50300"
"28.04.2018 21:45 - 28.04.2018 22:00","49306","49487"
"28.04.2018 22:00 - 28.04.2018 22:15","49207","49015"
"28.04.2018 22:15 - 28.04.2018 22:30","48209","48366"
"28.04.2018 22:30 - 28.04.2018 22:45","47562","47505"
"28.04.2018 22:45 - 28.04.2018 23:00","46531","46665"
"28.04.2018 23:00 - 28.04.2018 23:15","45595","45992"
"28.04.2018 23:15 - 28.04.2018 23:30","44671","45194"
"28.04.2018 23:30 - 28.04.2018 23:45","43756","44267"
"28.04.2018 23:45 - 29.04.2018 00:00","43063","43444"
"29.04.2018 00:00 - 29.04.2018 00:15","41033","41958"
"29.04.2018 00:15 - 29.04.2018 00:30","40434","41402"
"29.04.2018 00:30 - 29.04.2018 00:45","39912","40780"
"29.04.2018 00:45 - 29.04.2018 01:00","39449","40298"
"29.04.2018 01:00 - 29.04.2018 01:15","38865","39528"
"29.04.2018 01:15 - 29.04.2018 01:30","38546","39070"
"29.04.2018 01:30 - 29.04.2018 01:45","38196","38994"
"29.04.2018 01:45 - 29.04.2018 02:00","37939","38570"
"29.04.2018 02:00 - 29.04.2018 02:15","37692","38656"
"29.04.2018 02:15 - 29.04.2018 02:30","37456","38425"
"29.04.2018 02:30 - 29.04.2018 02:45","37368","38002"
"29.04.2018 02:45 - 29.04.2018 03:00","37302","37696"
"29.04.2018 03:00 - 29.04.2018 03:15","37250","37597"
"29.04.2018 03:15 - 29.04.2018 03:30","37243","37569"
"29.04.2018 03:30 - 29.04.2018 03:45","37202","37777"
"29.04.2018 03:45 - 29.04.2018 04:00","37186","37459"
"29.04.2018 04:00 - 29.04.2018 04:15","37367","37726"
"29.04.2018 04:15 - 29.04.2018 04:30","37412","37720"
"29.04.2018 04:30 - 29.04.2018 04:45","37509","37586"
"29.04.2018 04:45 - 29.04.2018 05:00","37589","37817"
"29.04.2018 05:00 - 29.04.2018 05:15","37726","37969"
"29.04.2018 05:15 - 29.04.2018 05:30","37624","37917"
"29.04.2018 05:30 - 29.04.2018 05:45","37746","38020"
"29.04.2018 05:45 - 29.04.2018 06:00","37800","37656"
"29.04.2018 06:00 - 29.04.2018 06:15","37567","37795"
"29.04.2018 06:15 - 29.04.2018 06:30","37689","37691"
"29.04.2018 06:30 - 29.04.2018 06:45","37936","38004"
"29.04.2018 06:45 - 29.04.2018 07:00","38283","38240"
"29.04.2018 07:00 - 29.04.2018 07:15","38760","39447"
"29.04.2018 07:15 - 29.04.2018 07:30","39226","40389"
"29.04.2018 07:30 - 29.04.2018 07:45","40219","41377"
"29.04.2018 07:45 - 29.04.2018 08:00","41194","42096"
"29.04.2018 08:00 - 29.04.2018 08:15","42197","43297"
"29.04.2018 08:15 - 29.04.2018 08:30","43313","44514"
"29.04.2018 08:30 - 29.04.2018 08:45","44312","45357"
"29.04.2018 08:45 - 29.04.2018 09:00","45078","46063"
"29.04.2018 09:00 - 29.04.2018 09:15","45853","46543"
"29.04.2018 09:15 - 29.04.2018 09:30","46538","47530"
"29.04.2018 09:30 - 29.04.2018 09:45","47082","48117"
"29.04.2018 09:45 - 29.04.2018 10:00","47603","48614"
"29.04.2018 10:00 - 29.04.2018 10:15","48286","48608"
"29.04.2018 10:15 - 29.04.2018 10:30","48801","49022"
"29.04.2018 10:30 - 29.04.2018 10:45","49405","49492"
"29.04.2018 10:45 - 29.04.2018 11:00","49784","49889"
"29.04.2018 11:00 - 29.04.2018 11:15","50353","50467"
"29.04.2018 11:15 - 29.04.2018 11:30","50934","51094"
"29.04.2018 11:30 - 29.04.2018 11:45","51381","51654"
"29.04.2018 11:45 - 29.04.2018 12:00","50842","51900"
"29.04.2018 12:00 - 29.04.2018 12:15","50985","52023"
"29.04.2018 12:15 - 29.04.2018 12:30","50815","51715"
"29.04.2018 12:30 - 29.04.2018 12:45","50207","51370"
"29.04.2018 12:45 - 29.04.2018 13:00","50019","50843"
"29.04.2018 13:00 - 29.04.2018 13:15","49117","50320"
"29.04.2018 13:15 - 29.04.2018 13:30","48947","49586"
"29.04.2018 13:30 - 29.04.2018 13:45","48619","48951"
"29.04.2018 13:45 - 29.04.2018 14:00","48014","48614"
"29.04.2018 14:00 - 29.04.2018 14:15","47777","47850"
"29.04.2018 14:15 - 29.04.2018 14:30","47222","47610"
"29.04.2018 14:30 - 29.04.2018 14:45","47052","47372"
"29.04.2018 14:45 - 29.04.2018 15:00","47627","46969"
"29.04.2018 15:00 - 29.04.2018 15:15","47745","47247"
"29.04.2018 15:15 - 29.04.2018 15:30","46913","47107"
"29.04.2018 15:30 - 29.04.2018 15:45","46876","46764"
"29.04.2018 15:45 - 29.04.2018 16:00","46860","46604"
"29.04.2018 16:00 - 29.04.2018 16:15","46976","47033"
"29.04.2018 16:15 - 29.04.2018 16:30","47475","46789"
"29.04.2018 16:30 - 29.04.2018 16:45","47653","47173"
"29.04.2018 16:45 - 29.04.2018 17:00","47176","47431"
"29.04.2018 17:00 - 29.04.2018 17:15","47563","47786"
"29.04.2018 17:15 - 29.04.2018 17:30","47820","48242"
"29.04.2018 17:30 - 29.04.2018 17:45","48323","48684"
"29.04.2018 17:45 - 29.04.2018 18:00","48466","49264"
"29.04.2018 18:00 - 29.04.2018 18:15","49028","50002"
"29.04.2018 18:15 - 29.04.2018 18:30","49348","49548"
"29.04.2018 18:30 - 29.04.2018 18:45","49442","50199"
"29.04.2018 18:45 - 29.04.2018 19:00","49408","50396"
"29.04.2018 19:00 - 29.04.2018 19:15","49621","50437"
"29.04.2018 19:15 - 29.04.2018 19:30","49500","50256"
"29.04.2018 19:30 - 29.04.2018 19:45","49380","50320"
"29.04.2018 19:45 - 29.04.2018 20:00","48828","50026"
"29.04.2018 20:00 - 29.04.2018 20:15","49487","50166"
"29.04.2018 20:15 - 29.04.2018 20:30","49492","49666"
"29.04.2018 20:30 - 29.04.2018 20:45","48913","50047"
"29.04.2018 20:45 - 29.04.2018 21:00","49122","50737"
"29.04.2018 21:00 - 29.04.2018 21:15","48684","51718"
"29.04.2018 21:15 - 29.04.2018 21:30","48505","50779"
"29.04.2018 21:30 - 29.04.2018 21:45","48691","50540"
"29.04.2018 21:45 - 29.04.2018 22:00","48654","50491"
"29.04.2018 22:00 - 29.04.2018 22:15","48831","50018"
"29.04.2018 22:15 - 29.04.2018 22:30","48232","49015"
"29.04.2018 22:30 - 29.04.2018 22:45","47386","48403"
"29.04.2018 22:45 - 29.04.2018 23:00","46415","47738"
"29.04.2018 23:00 - 29.04.2018 23:15","45486","46689"
"29.04.2018 23:15 - 29.04.2018 23:30","44682","45992"
"29.04.2018 23:30 - 29.04.2018 23:45","43977","45258"
"29.04.2018 23:45 - 30.04.2018 00:00","43327","45010"
"30.04.2018 00:00 - 30.04.2018 00:15","44151","44500"
"30.04.2018 00:15 - 30.04.2018 00:30","43879","43900"
"30.04.2018 00:30 - 30.04.2018 00:45","43462","43470"
"30.04.2018 00:45 - 30.04.2018 01:00","43056","42737"
"30.04.2018 01:00 - 30.04.2018 01:15","42617","42054"
"30.04.2018 01:15 - 30.04.2018 01:30","42437","41627"
"30.04.2018 01:30 - 30.04.2018 01:45","42053","41371"
"30.04.2018 01:45 - 30.04.2018 02:00","41804","41495"
"30.04.2018 02:00 - 30.04.2018 02:15","41504","41663"
"30.04.2018 02:15 - 30.04.2018 02:30","41263","41619"
"30.04.2018 02:30 - 30.04.2018 02:45","41195","41852"
"30.04.2018 02:45 - 30.04.2018 03:00","41212","41824"
"30.04.2018 03:00 - 30.04.2018 03:15","41305","41928"
"30.04.2018 03:15 - 30.04.2018 03:30","41237","42340"
"30.04.2018 03:30 - 30.04.2018 03:45","41381","42571"
"30.04.2018 03:45 - 30.04.2018 04:00","41521","42608"
"30.04.2018 04:00 - 30.04.2018 04:15","42075","43275"
"30.04.2018 04:15 - 30.04.2018 04:30","42390","43759"
"30.04.2018 04:30 - 30.04.2018 04:45","42843","44206"
"30.04.2018 04:45 - 30.04.2018 05:00","43457","45196"
"30.04.2018 05:00 - 30.04.2018 05:15","44519","45976"
"30.04.2018 05:15 - 30.04.2018 05:30","45190","46732"
"30.04.2018 05:30 - 30.04.2018 05:45","46491","47623"
"30.04.2018 05:45 - 30.04.2018 06:00","47947","48516"
"30.04.2018 06:00 - 30.04.2018 06:15","50432","50696"
"30.04.2018 06:15 - 30.04.2018 06:30","52015","52889"
"30.04.2018 06:30 - 30.04.2018 06:45","53384","53911"
"30.04.2018 06:45 - 30.04.2018 07:00","54800","55157"
"30.04.2018 07:00 - 30.04.2018 07:15","56217","56359"
"30.04.2018 07:15 - 30.04.2018 07:30","57093","57700"
"30.04.2018 07:30 - 30.04.2018 07:45","57639","58675"
"30.04.2018 07:45 - 30.04.2018 08:00","58815","59630"
"30.04.2018 08:00 - 30.04.2018 08:15","59931","60715"
"30.04.2018 08:15 - 30.04.2018 08:30","60203","60927"
"30.04.2018 08:30 - 30.04.2018 08:45","60678","61440"
"30.04.2018 08:45 - 30.04.2018 09:00","60971","61912"
"30.04.2018 09:00 - 30.04.2018 09:15","60608","62570"
"30.04.2018 09:15 - 30.04.2018 09:30","61232","63010"
"30.04.2018 09:30 - 30.04.2018 09:45","61652","63726"
"30.04.2018 09:45 - 30.04.2018 10:00","62034","63713"
"30.04.2018 10:00 - 30.04.2018 10:15","62278","64663"
"30.04.2018 10:15 - 30.04.2018 10:30","62661","65484"
"30.04.2018 10:30 - 30.04.2018 10:45","62954","65366"
"30.04.2018 10:45 - 30.04.2018 11:00","63300","65669"
"30.04.2018 11:00 - 30.04.2018 11:15","63541","66216"
"30.04.2018 11:15 - 30.04.2018 11:30","64153","66221"
"30.04.2018 11:30 - 30.04.2018 11:45","64468","66747"
"30.04.2018 11:45 - 30.04.2018 12:00","64482","66562"
"30.04.2018 12:00 - 30.04.2018 12:15","63982","66308"
"30.04.2018 12:15 - 30.04.2018 12:30","63620","66455"
"30.04.2018 12:30 - 30.04.2018 12:45","63553","66458"
"30.04.2018 12:45 - 30.04.2018 13:00","62820","66446"
"30.04.2018 13:00 - 30.04.2018 13:15","62546","64906"
"30.04.2018 13:15 - 30.04.2018 13:30","62369","64627"
"30.04.2018 13:30 - 30.04.2018 13:45","61746","64676"
"30.04.2018 13:45 - 30.04.2018 14:00","61660","64531"
"30.04.2018 14:00 - 30.04.2018 14:15","61007","63707"
"30.04.2018 14:15 - 30.04.2018 14:30","60893","63412"
"30.04.2018 14:30 - 30.04.2018 14:45","60087","62978"
"30.04.2018 14:45 - 30.04.2018 15:00","59839","61961"
"30.04.2018 15:00 - 30.04.2018 15:15","59452","62383"
"30.04.2018 15:15 - 30.04.2018 15:30","60009","61592"
"30.04.2018 15:30 - 30.04.2018 15:45","59580","60800"
"30.04.2018 15:45 - 30.04.2018 16:00","59111","60141"
"30.04.2018 16:00 - 30.04.2018 16:15","58741","61033"
"30.04.2018 16:15 - 30.04.2018 16:30","57905","60681"
"30.04.2018 16:30 - 30.04.2018 16:45","57033","60030"
"30.04.2018 16:45 - 30.04.2018 17:00","58196","59693"
"30.04.2018 17:00 - 30.04.2018 17:15","58707","60005"
"30.04.2018 17:15 - 30.04.2018 17:30","58948","59361"
"30.04.2018 17:30 - 30.04.2018 17:45","58660","59346"
"30.04.2018 17:45 - 30.04.2018 18:00","59066","59652"
"30.04.2018 18:00 - 30.04.2018 18:15","58964","59798"
"30.04.2018 18:15 - 30.04.2018 18:30","57960","59093"
"30.04.2018 18:30 - 30.04.2018 18:45","58301","58849"
"30.04.2018 18:45 - 30.04.2018 19:00","58372","58833"
"30.04.2018 19:00 - 30.04.2018 19:15","57699","58808"
"30.04.2018 19:15 - 30.04.2018 19:30","57402","58592"
"30.04.2018 19:30 - 30.04.2018 19:45","57218","57843"
"30.04.2018 19:45 - 30.04.2018 20:00","57337","57583"
"30.04.2018 20:00 - 30.04.2018 20:15","56841","57240"
"30.04.2018 20:15 - 30.04.2018 20:30","56089","56988"
"30.04.2018 20:30 - 30.04.2018 20:45","55800","56740"
"30.04.2018 20:45 - 30.04.2018 21:00","55224","56184"
"30.04.2018 21:00 - 30.04.2018 21:15","55241","56265"
"30.04.2018 21:15 - 30.04.2018 21:30","54818","55935"
"30.04.2018 21:30 - 30.04.2018 21:45","54702","55054"
"30.04.2018 21:45 - 30.04.2018 22:00","52872","53839"
"30.04.2018 22:00 - 30.04.2018 22:15","52339","53242"
"30.04.2018 22:15 - 30.04.2018 22:30","51374","52161"
"30.04.2018 22:30 - 30.04.2018 22:45","50463","50804"
"30.04.2018 22:45 - 30.04.2018 23:00","49413","49467"
"30.04.2018 23:00 - 30.04.2018 23:15","48480","48360"
"30.04.2018 23:15 - 30.04.2018 23:30","47508","47528"
"30.04.2018 23:30 - 30.04.2018 23:45","46774","46957"
"30.04.2018 23:45 - 01.05.2018 00:00","45767","46486"
"01.05.2018 00:00 - 01.05.2018 00:15","44805","46817"
"01.05.2018 00:15 - 01.05.2018 00:30","44361","45598"
"01.05.2018 00:30 - 01.05.2018 00:45","43606","44715"
"01.05.2018 00:45 - 01.05.2018 01:00","43314","44016"
"01.05.2018 01:00 - 01.05.2018 01:15","42756","44121"
"01.05.2018 01:15 - 01.05.2018 01:30","42355","44022"
"01.05.2018 01:30 - 01.05.2018 01:45","42047","43856"
"01.05.2018 01:45 - 01.05.2018 02:00","41707","43180"
"01.05.2018 02:00 - 01.05.2018 02:15","41520","42514"
"01.05.2018 02:15 - 01.05.2018 02:30","41292","42615"
"01.05.2018 02:30 - 01.05.2018 02:45","41219","42870"
"01.05.2018 02:45 - 01.05.2018 03:00","41091","42464"
"01.05.2018 03:00 - 01.05.2018 03:15","40948","42153"
"01.05.2018 03:15 - 01.05.2018 03:30","40843","41870"
"01.05.2018 03:30 - 01.05.2018 03:45","40853","42570"
"01.05.2018 03:45 - 01.05.2018 04:00","41024","42633"
"01.05.2018 04:00 - 01.05.2018 04:15","41242","42893"
"01.05.2018 04:15 - 01.05.2018 04:30","41170","42627"
"01.05.2018 04:30 - 01.05.2018 04:45","41327","42686"
"01.05.2018 04:45 - 01.05.2018 05:00","41511","42657"
"01.05.2018 05:00 - 01.05.2018 05:15","41945","42941"
"01.05.2018 05:15 - 01.05.2018 05:30","41857","42951"
"01.05.2018 05:30 - 01.05.2018 05:45","41902","42597"
"01.05.2018 05:45 - 01.05.2018 06:00","41669","42105"
"01.05.2018 06:00 - 01.05.2018 06:15","41165","41904"
"01.05.2018 06:15 - 01.05.2018 06:30","41909","41913"
"01.05.2018 06:30 - 01.05.2018 06:45","42232","42302"
"01.05.2018 06:45 - 01.05.2018 07:00","42552","42690"
"01.05.2018 07:00 - 01.05.2018 07:15","42943","43822"
"01.05.2018 07:15 - 01.05.2018 07:30","43735","44355"
"01.05.2018 07:30 - 01.05.2018 07:45","44197","45010"
"01.05.2018 07:45 - 01.05.2018 08:00","45271","45850"
"01.05.2018 08:00 - 01.05.2018 08:15","46620","46660"
"01.05.2018 08:15 - 01.05.2018 08:30","47388","47666"
"01.05.2018 08:30 - 01.05.2018 08:45","48192","48504"
"01.05.2018 08:45 - 01.05.2018 09:00","48964","49114"
"01.05.2018 09:00 - 01.05.2018 09:15","49759","50270"
"01.05.2018 09:15 - 01.05.2018 09:30","50635","50905"
"01.05.2018 09:30 - 01.05.2018 09:45","51115","51923"
"01.05.2018 09:45 - 01.05.2018 10:00","51568","52773"
"01.05.2018 10:00 - 01.05.2018 10:15","52241","53621"
"01.05.2018 10:15 - 01.05.2018 10:30","52733","54169"
"01.05.2018 10:30 - 01.05.2018 10:45","53115","54579"
"01.05.2018 10:45 - 01.05.2018 11:00","53473","54916"
"01.05.2018 11:00 - 01.05.2018 11:15","53929","54987"
"01.05.2018 11:15 - 01.05.2018 11:30","54293","55452"
"01.05.2018 11:30 - 01.05.2018 11:45","54699","55731"
"01.05.2018 11:45 - 01.05.2018 12:00","54964","55699"
"01.05.2018 12:00 - 01.05.2018 12:15","54094","55410"
"01.05.2018 12:15 - 01.05.2018 12:30","54177","55494"
"01.05.2018 12:30 - 01.05.2018 12:45","53395","54952"
"01.05.2018 12:45 - 01.05.2018 13:00","53249","54661"
"01.05.2018 13:00 - 01.05.2018 13:15","52778","54743"
"01.05.2018 13:15 - 01.05.2018 13:30","52488","53396"
"01.05.2018 13:30 - 01.05.2018 13:45","52118","53265"
"01.05.2018 13:45 - 01.05.2018 14:00","51472","53654"
"01.05.2018 14:00 - 01.05.2018 14:15","51384","52923"
"01.05.2018 14:15 - 01.05.2018 14:30","50654","52535"
"01.05.2018 14:30 - 01.05.2018 14:45","50564","51714"
"01.05.2018 14:45 - 01.05.2018 15:00","50995","51519"
"01.05.2018 15:00 - 01.05.2018 15:15","50978","51661"
"01.05.2018 15:15 - 01.05.2018 15:30","50012","51264"
"01.05.2018 15:30 - 01.05.2018 15:45","50001","51311"
"01.05.2018 15:45 - 01.05.2018 16:00","49608","51219"
"01.05.2018 16:00 - 01.05.2018 16:15","50047","51237"
"01.05.2018 16:15 - 01.05.2018 16:30","50702","50845"
"01.05.2018 16:30 - 01.05.2018 16:45","50778","50539"
"01.05.2018 16:45 - 01.05.2018 17:00","49969","50860"
"01.05.2018 17:00 - 01.05.2018 17:15","50411","51353"
"01.05.2018 17:15 - 01.05.2018 17:30","50705","51192"
"01.05.2018 17:30 - 01.05.2018 17:45","51258","51149"
"01.05.2018 17:45 - 01.05.2018 18:00","51493","51703"
"01.05.2018 18:00 - 01.05.2018 18:15","51494","51922"
"01.05.2018 18:15 - 01.05.2018 18:30","51834","52344"
"01.05.2018 18:30 - 01.05.2018 18:45","51706","52964"
"01.05.2018 18:45 - 01.05.2018 19:00","51616","53042"
"01.05.2018 19:00 - 01.05.2018 19:15","51706","52952"
"01.05.2018 19:15 - 01.05.2018 19:30","51539","52621"
"01.05.2018 19:30 - 01.05.2018 19:45","51424","52376"
"01.05.2018 19:45 - 01.05.2018 20:00","50636","52218"
"01.05.2018 20:00 - 01.05.2018 20:15","50669","51547"
"01.05.2018 20:15 - 01.05.2018 20:30","50182","51064"
"01.05.2018 20:30 - 01.05.2018 20:45","49995","51028"
"01.05.2018 20:45 - 01.05.2018 21:00","50275","50953"
"01.05.2018 21:00 - 01.05.2018 21:15","49765","51345"
