"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"01.06.2018 19:00 - 01.06.2018 19:15","57111","59412"
"01.06.2018 19:15 - 01.06.2018 19:30","57143","58841"
"01.06.2018 19:30 - 01.06.2018 19:45","56697","58453"
"01.06.2018 19:45 - 01.06.2018 20:00","56501","58272"
"01.06.2018 20:00 - 01.06.2018 20:15","55996","57409"
"01.06.2018 20:15 - 01.06.2018 20:30","55114","56975"
"01.06.2018 20:30 - 01.06.2018 20:45","54403","56437"
"01.06.2018 20:45 - 01.06.2018 21:00","53742","55529"
"01.06.2018 21:00 - 01.06.2018 21:15","53011","55087"
"01.06.2018 21:15 - 01.06.2018 21:30","52852","54628"
"01.06.2018 21:30 - 01.06.2018 21:45","52548","53948"
"01.06.2018 21:45 - 01.06.2018 22:00","52261","53620"
"01.06.2018 22:00 - 01.06.2018 22:15","52029","53090"
"01.06.2018 22:15 - 01.06.2018 22:30","50894","52337"
"01.06.2018 22:30 - 01.06.2018 22:45","50180","51716"
"01.06.2018 22:45 - 01.06.2018 23:00","49049","50806"
"01.06.2018 23:00 - 01.06.2018 23:15","47909","49833"
"01.06.2018 23:15 - 01.06.2018 23:30","47008","49047"
"01.06.2018 23:30 - 01.06.2018 23:45","46209","48424"
"01.06.2018 23:45 - 02.06.2018 00:00","45452","47395"
"02.06.2018 00:00 - 02.06.2018 00:15","46835","46751"
"02.06.2018 00:15 - 02.06.2018 00:30","46218","45891"
"02.06.2018 00:30 - 02.06.2018 00:45","45664","45325"
"02.06.2018 00:45 - 02.06.2018 01:00","45097","44646"
"02.06.2018 01:00 - 02.06.2018 01:15","44572","44114"
"02.06.2018 01:15 - 02.06.2018 01:30","43920","44056"
"02.06.2018 01:30 - 02.06.2018 01:45","43754","43714"
"02.06.2018 01:45 - 02.06.2018 02:00","43234","43536"
"02.06.2018 02:00 - 02.06.2018 02:15","42767","42627"
"02.06.2018 02:15 - 02.06.2018 02:30","42511","42445"
"02.06.2018 02:30 - 02.06.2018 02:45","42548","42371"
"02.06.2018 02:45 - 02.06.2018 03:00","42396","42265"
"02.06.2018 03:00 - 02.06.2018 03:15","42181","41921"
"02.06.2018 03:15 - 02.06.2018 03:30","42171","41924"
"02.06.2018 03:30 - 02.06.2018 03:45","42156","41749"
"02.06.2018 03:45 - 02.06.2018 04:00","42025","41745"
"02.06.2018 04:00 - 02.06.2018 04:15","42257","41925"
"02.06.2018 04:15 - 02.06.2018 04:30","42125","42066"
"02.06.2018 04:30 - 02.06.2018 04:45","42250","41999"
"02.06.2018 04:45 - 02.06.2018 05:00","42288","41790"
"02.06.2018 05:00 - 02.06.2018 05:15","42269","41570"
"02.06.2018 05:15 - 02.06.2018 05:30","42014","41384"
"02.06.2018 05:30 - 02.06.2018 05:45","42017","41585"
"02.06.2018 05:45 - 02.06.2018 06:00","42103","42263"
"02.06.2018 06:00 - 02.06.2018 06:15","42481","43248"
"02.06.2018 06:15 - 02.06.2018 06:30","43290","43966"
"02.06.2018 06:30 - 02.06.2018 06:45","43870","44581"
"02.06.2018 06:45 - 02.06.2018 07:00","44572","45508"
"02.06.2018 07:00 - 02.06.2018 07:15","45507","46481"
"02.06.2018 07:15 - 02.06.2018 07:30","46332","47151"
"02.06.2018 07:30 - 02.06.2018 07:45","47831","47886"
"02.06.2018 07:45 - 02.06.2018 08:00","48906","49162"
"02.06.2018 08:00 - 02.06.2018 08:15","50282","50167"
"02.06.2018 08:15 - 02.06.2018 08:30","50903","51383"
"02.06.2018 08:30 - 02.06.2018 08:45","51696","51788"
"02.06.2018 08:45 - 02.06.2018 09:00","52466","52476"
"02.06.2018 09:00 - 02.06.2018 09:15","53127","53263"
"02.06.2018 09:15 - 02.06.2018 09:30","54142","53959"
"02.06.2018 09:30 - 02.06.2018 09:45","54311","54687"
"02.06.2018 09:45 - 02.06.2018 10:00","55031","55283"
"02.06.2018 10:00 - 02.06.2018 10:15","55154","55954"
"02.06.2018 10:15 - 02.06.2018 10:30","55514","56531"
"02.06.2018 10:30 - 02.06.2018 10:45","55716","56558"
"02.06.2018 10:45 - 02.06.2018 11:00","56021","56794"
"02.06.2018 11:00 - 02.06.2018 11:15","56368","57266"
"02.06.2018 11:15 - 02.06.2018 11:30","56571","57561"
"02.06.2018 11:30 - 02.06.2018 11:45","56878","58017"
"02.06.2018 11:45 - 02.06.2018 12:00","56027","57868"
"02.06.2018 12:00 - 02.06.2018 12:15","56001","57381"
"02.06.2018 12:15 - 02.06.2018 12:30","55707","57000"
"02.06.2018 12:30 - 02.06.2018 12:45","55263","56448"
"02.06.2018 12:45 - 02.06.2018 13:00","54950","55882"
"02.06.2018 13:00 - 02.06.2018 13:15","54193","55194"
"02.06.2018 13:15 - 02.06.2018 13:30","53942","54780"
"02.06.2018 13:30 - 02.06.2018 13:45","53402","54722"
"02.06.2018 13:45 - 02.06.2018 14:00","53069","54020"
"02.06.2018 14:00 - 02.06.2018 14:15","52626","53679"
"02.06.2018 14:15 - 02.06.2018 14:30","52069","53352"
"02.06.2018 14:30 - 02.06.2018 14:45","51881","53011"
"02.06.2018 14:45 - 02.06.2018 15:00","52318","52372"
"02.06.2018 15:00 - 02.06.2018 15:15","52782","52361"
"02.06.2018 15:15 - 02.06.2018 15:30","52167","52070"
"02.06.2018 15:30 - 02.06.2018 15:45","52033","51618"
"02.06.2018 15:45 - 02.06.2018 16:00","51728","51524"
"02.06.2018 16:00 - 02.06.2018 16:15","52116","51622"
"02.06.2018 16:15 - 02.06.2018 16:30","52402","51636"
"02.06.2018 16:30 - 02.06.2018 16:45","52606","51906"
"02.06.2018 16:45 - 02.06.2018 17:00","51833","51632"
"02.06.2018 17:00 - 02.06.2018 17:15","52207","51745"
"02.06.2018 17:15 - 02.06.2018 17:30","52169","51808"
"02.06.2018 17:30 - 02.06.2018 17:45","52197","51943"
"02.06.2018 17:45 - 02.06.2018 18:00","52355","52058"
"02.06.2018 18:00 - 02.06.2018 18:15","52440","52221"
"02.06.2018 18:15 - 02.06.2018 18:30","52532","52304"
"02.06.2018 18:30 - 02.06.2018 18:45","52746","52061"
"02.06.2018 18:45 - 02.06.2018 19:00","52302","52151"
"02.06.2018 19:00 - 02.06.2018 19:15","52486","51510"
"02.06.2018 19:15 - 02.06.2018 19:30","52418","51636"
"02.06.2018 19:30 - 02.06.2018 19:45","52241","51132"
"02.06.2018 19:45 - 02.06.2018 20:00","51058","50929"
"02.06.2018 20:00 - 02.06.2018 20:15","51275","50625"
"02.06.2018 20:15 - 02.06.2018 20:30","50709","49673"
"02.06.2018 20:30 - 02.06.2018 20:45","49679","49052"
"02.06.2018 20:45 - 02.06.2018 21:00","49312","48584"
"02.06.2018 21:00 - 02.06.2018 21:15","48332","48129"
"02.06.2018 21:15 - 02.06.2018 21:30","48376","47767"
"02.06.2018 21:30 - 02.06.2018 21:45","48687","47858"
"02.06.2018 21:45 - 02.06.2018 22:00","48902","47802"
"02.06.2018 22:00 - 02.06.2018 22:15","49351","47622"
"02.06.2018 22:15 - 02.06.2018 22:30","47872","47015"
"02.06.2018 22:30 - 02.06.2018 22:45","47679","46444"
"02.06.2018 22:45 - 02.06.2018 23:00","46474","45499"
"02.06.2018 23:00 - 02.06.2018 23:15","45821","44439"
"02.06.2018 23:15 - 02.06.2018 23:30","45071","44012"
"02.06.2018 23:30 - 02.06.2018 23:45","43963","43318"
"02.06.2018 23:45 - 03.06.2018 00:00","43478","42830"
"03.06.2018 00:00 - 03.06.2018 00:15","42535","42009"
"03.06.2018 00:15 - 03.06.2018 00:30","42008","41558"
"03.06.2018 00:30 - 03.06.2018 00:45","41544","40862"
"03.06.2018 00:45 - 03.06.2018 01:00","41064","40454"
"03.06.2018 01:00 - 03.06.2018 01:15","40629","40120"
"03.06.2018 01:15 - 03.06.2018 01:30","40273","39645"
"03.06.2018 01:30 - 03.06.2018 01:45","39930","39167"
"03.06.2018 01:45 - 03.06.2018 02:00","39573","38800"
"03.06.2018 02:00 - 03.06.2018 02:15","39237","38371"
"03.06.2018 02:15 - 03.06.2018 02:30","39101","38291"
"03.06.2018 02:30 - 03.06.2018 02:45","38997","38128"
"03.06.2018 02:45 - 03.06.2018 03:00","38905","37830"
"03.06.2018 03:00 - 03.06.2018 03:15","38798","37753"
"03.06.2018 03:15 - 03.06.2018 03:30","38626","37667"
"03.06.2018 03:30 - 03.06.2018 03:45","38549","37707"
"03.06.2018 03:45 - 03.06.2018 04:00","38476","37418"
"03.06.2018 04:00 - 03.06.2018 04:15","38556","37265"
"03.06.2018 04:15 - 03.06.2018 04:30","38484","37279"
"03.06.2018 04:30 - 03.06.2018 04:45","38511","37319"
"03.06.2018 04:45 - 03.06.2018 05:00","38464","37052"
"03.06.2018 05:00 - 03.06.2018 05:15","38443","37082"
"03.06.2018 05:15 - 03.06.2018 05:30","38084","36776"
"03.06.2018 05:30 - 03.06.2018 05:45","37863","36779"
"03.06.2018 05:45 - 03.06.2018 06:00","37788","36902"
"03.06.2018 06:00 - 03.06.2018 06:15","37841","37554"
"03.06.2018 06:15 - 03.06.2018 06:30","38173","38043"
"03.06.2018 06:30 - 03.06.2018 06:45","38647","38397"
"03.06.2018 06:45 - 03.06.2018 07:00","38966","38580"
"03.06.2018 07:00 - 03.06.2018 07:15","39382","39553"
"03.06.2018 07:15 - 03.06.2018 07:30","40122","39992"
"03.06.2018 07:30 - 03.06.2018 07:45","41207","41064"
"03.06.2018 07:45 - 03.06.2018 08:00","42161","41603"
"03.06.2018 08:00 - 03.06.2018 08:15","43199","42700"
"03.06.2018 08:15 - 03.06.2018 08:30","43892","43835"
"03.06.2018 08:30 - 03.06.2018 08:45","44813","44653"
"03.06.2018 08:45 - 03.06.2018 09:00","45520","45443"
"03.06.2018 09:00 - 03.06.2018 09:15","46343","46217"
"03.06.2018 09:15 - 03.06.2018 09:30","47238","47000"
"03.06.2018 09:30 - 03.06.2018 09:45","47806","47807"
"03.06.2018 09:45 - 03.06.2018 10:00","48384","48169"
"03.06.2018 10:00 - 03.06.2018 10:15","48853","48659"
"03.06.2018 10:15 - 03.06.2018 10:30","49428","49138"
"03.06.2018 10:30 - 03.06.2018 10:45","49845","49904"
"03.06.2018 10:45 - 03.06.2018 11:00","50295","50486"
"03.06.2018 11:00 - 03.06.2018 11:15","50772","51350"
"03.06.2018 11:15 - 03.06.2018 11:30","51331","52172"
"03.06.2018 11:30 - 03.06.2018 11:45","51997","52769"
"03.06.2018 11:45 - 03.06.2018 12:00","51516","52653"
"03.06.2018 12:00 - 03.06.2018 12:15","51677","52622"
"03.06.2018 12:15 - 03.06.2018 12:30","51729","52013"
"03.06.2018 12:30 - 03.06.2018 12:45","51118","51624"
"03.06.2018 12:45 - 03.06.2018 13:00","50761","51069"
"03.06.2018 13:00 - 03.06.2018 13:15","50087","50449"
"03.06.2018 13:15 - 03.06.2018 13:30","49995","49745"
"03.06.2018 13:30 - 03.06.2018 13:45","49665","49474"
"03.06.2018 13:45 - 03.06.2018 14:00","49229","48697"
"03.06.2018 14:00 - 03.06.2018 14:15","48831","48358"
"03.06.2018 14:15 - 03.06.2018 14:30","48222","48577"
"03.06.2018 14:30 - 03.06.2018 14:45","48020","48370"
"03.06.2018 14:45 - 03.06.2018 15:00","48386","47806"
"03.06.2018 15:00 - 03.06.2018 15:15","48510","47984"
"03.06.2018 15:15 - 03.06.2018 15:30","47704","47417"
"03.06.2018 15:30 - 03.06.2018 15:45","47732","47206"
"03.06.2018 15:45 - 03.06.2018 16:00","47572","47043"
"03.06.2018 16:00 - 03.06.2018 16:15","47722","47144"
"03.06.2018 16:15 - 03.06.2018 16:30","48208","47247"
"03.06.2018 16:30 - 03.06.2018 16:45","48253","47148"
"03.06.2018 16:45 - 03.06.2018 17:00","47809","47187"
"03.06.2018 17:00 - 03.06.2018 17:15","48398","47435"
"03.06.2018 17:15 - 03.06.2018 17:30","48553","47815"
"03.06.2018 17:30 - 03.06.2018 17:45","49027","47944"
"03.06.2018 17:45 - 03.06.2018 18:00","49203","48029"
"03.06.2018 18:00 - 03.06.2018 18:15","49475","48540"
"03.06.2018 18:15 - 03.06.2018 18:30","49901","48842"
"03.06.2018 18:30 - 03.06.2018 18:45","50150","49277"
"03.06.2018 18:45 - 03.06.2018 19:00","50052","49167"
"03.06.2018 19:00 - 03.06.2018 19:15","50211","49507"
"03.06.2018 19:15 - 03.06.2018 19:30","50238","49217"
"03.06.2018 19:30 - 03.06.2018 19:45","50145","49380"
"03.06.2018 19:45 - 03.06.2018 20:00","49221","49352"
"03.06.2018 20:00 - 03.06.2018 20:15","49689","49563"
"03.06.2018 20:15 - 03.06.2018 20:30","49537","49508"
"03.06.2018 20:30 - 03.06.2018 20:45","48571","48921"
"03.06.2018 20:45 - 03.06.2018 21:00","48406","48362"
"03.06.2018 21:00 - 03.06.2018 21:15","47668","48485"
"03.06.2018 21:15 - 03.06.2018 21:30","47816","48335"
"03.06.2018 21:30 - 03.06.2018 21:45","48205","48404"
"03.06.2018 21:45 - 03.06.2018 22:00","48712","48691"
"03.06.2018 22:00 - 03.06.2018 22:15","49230","49563"
"03.06.2018 22:15 - 03.06.2018 22:30","48165","49556"
"03.06.2018 22:30 - 03.06.2018 22:45","47700","48848"
"03.06.2018 22:45 - 03.06.2018 23:00","46553","47956"
"03.06.2018 23:00 - 03.06.2018 23:15","45504","46901"
"03.06.2018 23:15 - 03.06.2018 23:30","44728","46002"
"03.06.2018 23:30 - 03.06.2018 23:45","43837","45352"
"03.06.2018 23:45 - 04.06.2018 00:00","43158","44796"
"04.06.2018 00:00 - 04.06.2018 00:15","43114","43908"
"04.06.2018 00:15 - 04.06.2018 00:30","42565","43356"
"04.06.2018 00:30 - 04.06.2018 00:45","42088","42947"
"04.06.2018 00:45 - 04.06.2018 01:00","41681","42399"
"04.06.2018 01:00 - 04.06.2018 01:15","41325","42216"
"04.06.2018 01:15 - 04.06.2018 01:30","40824","41752"
"04.06.2018 01:30 - 04.06.2018 01:45","40578","41561"
"04.06.2018 01:45 - 04.06.2018 02:00","40299","41401"
"04.06.2018 02:00 - 04.06.2018 02:15","40192","41186"
"04.06.2018 02:15 - 04.06.2018 02:30","40045","40840"
"04.06.2018 02:30 - 04.06.2018 02:45","40130","40785"
"04.06.2018 02:45 - 04.06.2018 03:00","40206","41063"
"04.06.2018 03:00 - 04.06.2018 03:15","40370","41073"
"04.06.2018 03:15 - 04.06.2018 03:30","40323","41140"
"04.06.2018 03:30 - 04.06.2018 03:45","40433","41422"
"04.06.2018 03:45 - 04.06.2018 04:00","40464","41639"
"04.06.2018 04:00 - 04.06.2018 04:15","41200","42107"
"04.06.2018 04:15 - 04.06.2018 04:30","41565","42602"
"04.06.2018 04:30 - 04.06.2018 04:45","42144","42756"
"04.06.2018 04:45 - 04.06.2018 05:00","42683","43392"
"04.06.2018 05:00 - 04.06.2018 05:15","43863","44322"
"04.06.2018 05:15 - 04.06.2018 05:30","44392","44997"
"04.06.2018 05:30 - 04.06.2018 05:45","45626","46015"
"04.06.2018 05:45 - 04.06.2018 06:00","47269","47792"
"04.06.2018 06:00 - 04.06.2018 06:15","50471","51406"
"04.06.2018 06:15 - 04.06.2018 06:30","53026","53718"
"04.06.2018 06:30 - 04.06.2018 06:45","54697","55853"
"04.06.2018 06:45 - 04.06.2018 07:00","56335","57611"
"04.06.2018 07:00 - 04.06.2018 07:15","58171","59345"
"04.06.2018 07:15 - 04.06.2018 07:30","59230","60881"
"04.06.2018 07:30 - 04.06.2018 07:45","60405","62022"
"04.06.2018 07:45 - 04.06.2018 08:00","61379","62802"
"04.06.2018 08:00 - 04.06.2018 08:15","62642","63710"
"04.06.2018 08:15 - 04.06.2018 08:30","63132","64762"
"04.06.2018 08:30 - 04.06.2018 08:45","63496","65388"
"04.06.2018 08:45 - 04.06.2018 09:00","63698","65872"
"04.06.2018 09:00 - 04.06.2018 09:15","63379","65545"
"04.06.2018 09:15 - 04.06.2018 09:30","63994","65924"
"04.06.2018 09:30 - 04.06.2018 09:45","64379","66698"
"04.06.2018 09:45 - 04.06.2018 10:00","64585","67225"
"04.06.2018 10:00 - 04.06.2018 10:15","64825","67959"
"04.06.2018 10:15 - 04.06.2018 10:30","65120","68280"
"04.06.2018 10:30 - 04.06.2018 10:45","65503","68448"
"04.06.2018 10:45 - 04.06.2018 11:00","65768","69091"
"04.06.2018 11:00 - 04.06.2018 11:15","66131","69465"
"04.06.2018 11:15 - 04.06.2018 11:30","66359","69743"
"04.06.2018 11:30 - 04.06.2018 11:45","66637","70373"
"04.06.2018 11:45 - 04.06.2018 12:00","66751","70522"
"04.06.2018 12:00 - 04.06.2018 12:15","65651","69965"
"04.06.2018 12:15 - 04.06.2018 12:30","65185","69860"
"04.06.2018 12:30 - 04.06.2018 12:45","65534","69679"
"04.06.2018 12:45 - 04.06.2018 13:00","64811","70183"
"04.06.2018 13:00 - 04.06.2018 13:15","65541","69867"
"04.06.2018 13:15 - 04.06.2018 13:30","65075","69336"
"04.06.2018 13:30 - 04.06.2018 13:45","64497","68837"
"04.06.2018 13:45 - 04.06.2018 14:00","64645","68042"
"04.06.2018 14:00 - 04.06.2018 14:15","64238","67708"
"04.06.2018 14:15 - 04.06.2018 14:30","63919","68272"
"04.06.2018 14:30 - 04.06.2018 14:45","63320","68191"
"04.06.2018 14:45 - 04.06.2018 15:00","63421","68147"
"04.06.2018 15:00 - 04.06.2018 15:15","63132","67799"
"04.06.2018 15:15 - 04.06.2018 15:30","63426","67301"
"04.06.2018 15:30 - 04.06.2018 15:45","62899","67044"
"04.06.2018 15:45 - 04.06.2018 16:00","62537","66734"
"04.06.2018 16:00 - 04.06.2018 16:15","61917","66453"
"04.06.2018 16:15 - 04.06.2018 16:30","61429","66056"
"04.06.2018 16:30 - 04.06.2018 16:45","60589","65708"
"04.06.2018 16:45 - 04.06.2018 17:00","61666","65454"
"04.06.2018 17:00 - 04.06.2018 17:15","61629","65375"
"04.06.2018 17:15 - 04.06.2018 17:30","61579","65369"
"04.06.2018 17:30 - 04.06.2018 17:45","61102","65506"
"04.06.2018 17:45 - 04.06.2018 18:00","61607","65308"
"04.06.2018 18:00 - 04.06.2018 18:15","61177","64625"
"04.06.2018 18:15 - 04.06.2018 18:30","60576","64681"
"04.06.2018 18:30 - 04.06.2018 18:45","60984","64736"
"04.06.2018 18:45 - 04.06.2018 19:00","61053","64904"
"04.06.2018 19:00 - 04.06.2018 19:15","60588","64423"
"04.06.2018 19:15 - 04.06.2018 19:30","60210","63951"
"04.06.2018 19:30 - 04.06.2018 19:45","59929","63742"
"04.06.2018 19:45 - 04.06.2018 20:00","59771","63694"
"04.06.2018 20:00 - 04.06.2018 20:15","59312","63165"
"04.06.2018 20:15 - 04.06.2018 20:30","58233","62559"
"04.06.2018 20:30 - 04.06.2018 20:45","57977","62007"
"04.06.2018 20:45 - 04.06.2018 21:00","56985","61143"
"04.06.2018 21:00 - 04.06.2018 21:15","56791","60578"
"04.06.2018 21:15 - 04.06.2018 21:30","56312","60370"
"04.06.2018 21:30 - 04.06.2018 21:45","56187","59784"
"04.06.2018 21:45 - 04.06.2018 22:00","54549","58865"
"04.06.2018 22:00 - 04.06.2018 22:15","54470","58203"
"04.06.2018 22:15 - 04.06.2018 22:30","53206","58059"
"04.06.2018 22:30 - 04.06.2018 22:45","52270","57107"
"04.06.2018 22:45 - 04.06.2018 23:00","51248","55546"
"04.06.2018 23:00 - 04.06.2018 23:15","50496","53978"
"04.06.2018 23:15 - 04.06.2018 23:30","49629","53073"
"04.06.2018 23:30 - 04.06.2018 23:45","48443","52081"
"04.06.2018 23:45 - 05.06.2018 00:00","47802","51137"
"05.06.2018 00:00 - 05.06.2018 00:15","47567","50068"
"05.06.2018 00:15 - 05.06.2018 00:30","47133","49539"
"05.06.2018 00:30 - 05.06.2018 00:45","46550","48828"
"05.06.2018 00:45 - 05.06.2018 01:00","46102","48502"
"05.06.2018 01:00 - 05.06.2018 01:15","45574","47671"
"05.06.2018 01:15 - 05.06.2018 01:30","45200","47677"
"05.06.2018 01:30 - 05.06.2018 01:45","44949","47274"
"05.06.2018 01:45 - 05.06.2018 02:00","44597","46979"
"05.06.2018 02:00 - 05.06.2018 02:15","44236","46040"
"05.06.2018 02:15 - 05.06.2018 02:30","44123","46028"
"05.06.2018 02:30 - 05.06.2018 02:45","44095","46296"
"05.06.2018 02:45 - 05.06.2018 03:00","44142","46360"
"05.06.2018 03:00 - 05.06.2018 03:15","44177","46411"
"05.06.2018 03:15 - 05.06.2018 03:30","44222","46339"
"05.06.2018 03:30 - 05.06.2018 03:45","44285","46265"
"05.06.2018 03:45 - 05.06.2018 04:00","44304","46466"
"05.06.2018 04:00 - 05.06.2018 04:15","44684","46919"
"05.06.2018 04:15 - 05.06.2018 04:30","44926","47137"
"05.06.2018 04:30 - 05.06.2018 04:45","45247","47720"
"05.06.2018 04:45 - 05.06.2018 05:00","45756","48085"
"05.06.2018 05:00 - 05.06.2018 05:15","46491","48829"
"05.06.2018 05:15 - 05.06.2018 05:30","47007","49279"
"05.06.2018 05:30 - 05.06.2018 05:45","47912","50390"
"05.06.2018 05:45 - 05.06.2018 06:00","49200","51896"
"05.06.2018 06:00 - 05.06.2018 06:15","51955","55271"
"05.06.2018 06:15 - 05.06.2018 06:30","54046","56843"
"05.06.2018 06:30 - 05.06.2018 06:45","55783","58922"
"05.06.2018 06:45 - 05.06.2018 07:00","57202","60187"
"05.06.2018 07:00 - 05.06.2018 07:15","58912","62546"
"05.06.2018 07:15 - 05.06.2018 07:30","59972","63926"
"05.06.2018 07:30 - 05.06.2018 07:45","61410","65002"
"05.06.2018 07:45 - 05.06.2018 08:00","62189","65941"
"05.06.2018 08:00 - 05.06.2018 08:15","63182","66889"
"05.06.2018 08:15 - 05.06.2018 08:30","63836","66925"
"05.06.2018 08:30 - 05.06.2018 08:45","64175","67377"
"05.06.2018 08:45 - 05.06.2018 09:00","64392","67577"
"05.06.2018 09:00 - 05.06.2018 09:15","64074","67156"
"05.06.2018 09:15 - 05.06.2018 09:30","64597","67362"
"05.06.2018 09:30 - 05.06.2018 09:45","65210","68086"
"05.06.2018 09:45 - 05.06.2018 10:00","65386","68876"
"05.06.2018 10:00 - 05.06.2018 10:15","65500","69145"
"05.06.2018 10:15 - 05.06.2018 10:30","65817","69021"
"05.06.2018 10:30 - 05.06.2018 10:45","66101","69349"
"05.06.2018 10:45 - 05.06.2018 11:00","66295","69827"
"05.06.2018 11:00 - 05.06.2018 11:15","66640","70085"
"05.06.2018 11:15 - 05.06.2018 11:30","66865","70578"
"05.06.2018 11:30 - 05.06.2018 11:45","67167","70949"
"05.06.2018 11:45 - 05.06.2018 12:00","66682","70751"
"05.06.2018 12:00 - 05.06.2018 12:15","66680","70383"
"05.06.2018 12:15 - 05.06.2018 12:30","66716","70146"
"05.06.2018 12:30 - 05.06.2018 12:45","66620","69973"
"05.06.2018 12:45 - 05.06.2018 13:00","66521","70211"
"05.06.2018 13:00 - 05.06.2018 13:15","66188","70379"
"05.06.2018 13:15 - 05.06.2018 13:30","66025","69761"
"05.06.2018 13:30 - 05.06.2018 13:45","65650","69388"
"05.06.2018 13:45 - 05.06.2018 14:00","65104","68787"
"05.06.2018 14:00 - 05.06.2018 14:15","64792","68559"
"05.06.2018 14:15 - 05.06.2018 14:30","64515","68833"
"05.06.2018 14:30 - 05.06.2018 14:45","64389","68682"
"05.06.2018 14:45 - 05.06.2018 15:00","64652","68592"
"05.06.2018 15:00 - 05.06.2018 15:15","64683","68262"
"05.06.2018 15:15 - 05.06.2018 15:30","63964","67834"
"05.06.2018 15:30 - 05.06.2018 15:45","63722","67401"
"05.06.2018 15:45 - 05.06.2018 16:00","63354","66834"
"05.06.2018 16:00 - 05.06.2018 16:15","63285","66194"
"05.06.2018 16:15 - 05.06.2018 16:30","63244","65912"
"05.06.2018 16:30 - 05.06.2018 16:45","63187","65583"
"05.06.2018 16:45 - 05.06.2018 17:00","62552","65305"
"05.06.2018 17:00 - 05.06.2018 17:15","62371","64960"
"05.06.2018 17:15 - 05.06.2018 17:30","62117","64864"
"05.06.2018 17:30 - 05.06.2018 17:45","62162","65231"
"05.06.2018 17:45 - 05.06.2018 18:00","61989","65451"
"05.06.2018 18:00 - 05.06.2018 18:15","61412","64705"
"05.06.2018 18:15 - 05.06.2018 18:30","61406","64572"
"05.06.2018 18:30 - 05.06.2018 18:45","61520","64383"
"05.06.2018 18:45 - 05.06.2018 19:00","61489","64586"
"05.06.2018 19:00 - 05.06.2018 19:15","61445","64236"
"05.06.2018 19:15 - 05.06.2018 19:30","61028","63772"
"05.06.2018 19:30 - 05.06.2018 19:45","60793","63626"
"05.06.2018 19:45 - 05.06.2018 20:00","60292","63610"
"05.06.2018 20:00 - 05.06.2018 20:15","59730","62595"
"05.06.2018 20:15 - 05.06.2018 20:30","59157","61861"
"05.06.2018 20:30 - 05.06.2018 20:45","58416","61417"
"05.06.2018 20:45 - 05.06.2018 21:00","57781","60531"
"05.06.2018 21:00 - 05.06.2018 21:15","56983","60137"
"05.06.2018 21:15 - 05.06.2018 21:30","56760","59466"
"05.06.2018 21:30 - 05.06.2018 21:45","56331","58914"
"05.06.2018 21:45 - 05.06.2018 22:00","55752","58412"
"05.06.2018 22:00 - 05.06.2018 22:15","55646","58040"
"05.06.2018 22:15 - 05.06.2018 22:30","54585","57387"
"05.06.2018 22:30 - 05.06.2018 22:45","53532","56282"
"05.06.2018 22:45 - 05.06.2018 23:00","52260","55013"
"05.06.2018 23:00 - 05.06.2018 23:15","50973","53464"
"05.06.2018 23:15 - 05.06.2018 23:30","49953","52583"
"05.06.2018 23:30 - 05.06.2018 23:45","49002","51683"
"05.06.2018 23:45 - 06.06.2018 00:00","48311","50984"
"06.06.2018 00:00 - 06.06.2018 00:15","48048","49972"
"06.06.2018 00:15 - 06.06.2018 00:30","47462","49451"
"06.06.2018 00:30 - 06.06.2018 00:45","46938","49039"
"06.06.2018 00:45 - 06.06.2018 01:00","46496","48526"
"06.06.2018 01:00 - 06.06.2018 01:15","45948","47932"
"06.06.2018 01:15 - 06.06.2018 01:30","45413","47582"
"06.06.2018 01:30 - 06.06.2018 01:45","45287","47242"
"06.06.2018 01:45 - 06.06.2018 02:00","44922","47052"
"06.06.2018 02:00 - 06.06.2018 02:15","44613","46565"
"06.06.2018 02:15 - 06.06.2018 02:30","44432","45923"
"06.06.2018 02:30 - 06.06.2018 02:45","44573","45851"
"06.06.2018 02:45 - 06.06.2018 03:00","44624","45900"
"06.06.2018 03:00 - 06.06.2018 03:15","44653","45788"
"06.06.2018 03:15 - 06.06.2018 03:30","44684","46037"
"06.06.2018 03:30 - 06.06.2018 03:45","44728","45924"
"06.06.2018 03:45 - 06.06.2018 04:00","44729","46239"
"06.06.2018 04:00 - 06.06.2018 04:15","45168","46394"
"06.06.2018 04:15 - 06.06.2018 04:30","45351","46755"
"06.06.2018 04:30 - 06.06.2018 04:45","45795","46880"
"06.06.2018 04:45 - 06.06.2018 05:00","46242","47100"
"06.06.2018 05:00 - 06.06.2018 05:15","47135","47815"
"06.06.2018 05:15 - 06.06.2018 05:30","47595","48644"
"06.06.2018 05:30 - 06.06.2018 05:45","48577","49747"
"06.06.2018 05:45 - 06.06.2018 06:00","49841","51453"
"06.06.2018 06:00 - 06.06.2018 06:15","52503","54381"
"06.06.2018 06:15 - 06.06.2018 06:30","54549","56837"
"06.06.2018 06:30 - 06.06.2018 06:45","56177","58946"
"06.06.2018 06:45 - 06.06.2018 07:00","57535","60186"
"06.06.2018 07:00 - 06.06.2018 07:15","59141","61967"
"06.06.2018 07:15 - 06.06.2018 07:30","60191","63143"
"06.06.2018 07:30 - 06.06.2018 07:45","60933","64251"
