"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"15.11.2017 22:00 - 15.11.2017 22:15","60099","58157"
"15.11.2017 22:15 - 15.11.2017 22:30","59492","57404"
"15.11.2017 22:30 - 15.11.2017 22:45","58307","56110"
"15.11.2017 22:45 - 15.11.2017 23:00","56894","55144"
"15.11.2017 23:00 - 15.11.2017 23:15","55479","54104"
"15.11.2017 23:15 - 15.11.2017 23:30","54373","53316"
"15.11.2017 23:30 - 15.11.2017 23:45","53361","52191"
"15.11.2017 23:45 - 16.11.2017 00:00","52500","51431"
"16.11.2017 00:00 - 16.11.2017 00:15","52502","50512"
"16.11.2017 00:15 - 16.11.2017 00:30","51770","50082"
"16.11.2017 00:30 - 16.11.2017 00:45","51163","49474"
"16.11.2017 00:45 - 16.11.2017 01:00","50642","48959"
"16.11.2017 01:00 - 16.11.2017 01:15","50084","48575"
"16.11.2017 01:15 - 16.11.2017 01:30","49637","48213"
"16.11.2017 01:30 - 16.11.2017 01:45","49365","48046"
"16.11.2017 01:45 - 16.11.2017 02:00","49103","47891"
"16.11.2017 02:00 - 16.11.2017 02:15","48821","47672"
"16.11.2017 02:15 - 16.11.2017 02:30","48676","47549"
"16.11.2017 02:30 - 16.11.2017 02:45","48774","47548"
"16.11.2017 02:45 - 16.11.2017 03:00","48873","48001"
"16.11.2017 03:00 - 16.11.2017 03:15","48986","48274"
"16.11.2017 03:15 - 16.11.2017 03:30","49056","48441"
"16.11.2017 03:30 - 16.11.2017 03:45","49121","48282"
"16.11.2017 03:45 - 16.11.2017 04:00","49182","48732"
"16.11.2017 04:00 - 16.11.2017 04:15","49896","49404"
"16.11.2017 04:15 - 16.11.2017 04:30","50178","49926"
"16.11.2017 04:30 - 16.11.2017 04:45","50621","50488"
"16.11.2017 04:45 - 16.11.2017 05:00","51128","51065"
"16.11.2017 05:00 - 16.11.2017 05:15","52306","52030"
"16.11.2017 05:15 - 16.11.2017 05:30","52917","52896"
"16.11.2017 05:30 - 16.11.2017 05:45","54110","53805"
"16.11.2017 05:45 - 16.11.2017 06:00","55405","55251"
"16.11.2017 06:00 - 16.11.2017 06:15","57912","58371"
"16.11.2017 06:15 - 16.11.2017 06:30","60261","60452"
"16.11.2017 06:30 - 16.11.2017 06:45","62171","62545"
"16.11.2017 06:45 - 16.11.2017 07:00","63970","64147"
"16.11.2017 07:00 - 16.11.2017 07:15","65931","65982"
"16.11.2017 07:15 - 16.11.2017 07:30","67013","67245"
"16.11.2017 07:30 - 16.11.2017 07:45","68043","68171"
"16.11.2017 07:45 - 16.11.2017 08:00","68618","69027"
"16.11.2017 08:00 - 16.11.2017 08:15","68934","69908"
"16.11.2017 08:15 - 16.11.2017 08:30","68691","70520"
"16.11.2017 08:30 - 16.11.2017 08:45","69085","70736"
"16.11.2017 08:45 - 16.11.2017 09:00","69476","71209"
"16.11.2017 09:00 - 16.11.2017 09:15","69943","70748"
"16.11.2017 09:15 - 16.11.2017 09:30","70121","71015"
"16.11.2017 09:30 - 16.11.2017 09:45","70571","71505"
"16.11.2017 09:45 - 16.11.2017 10:00","70911","71719"
"16.11.2017 10:00 - 16.11.2017 10:15","71012","71564"
"16.11.2017 10:15 - 16.11.2017 10:30","71355","71594"
"16.11.2017 10:30 - 16.11.2017 10:45","71717","72023"
"16.11.2017 10:45 - 16.11.2017 11:00","71879","72448"
"16.11.2017 11:00 - 16.11.2017 11:15","72355","72602"
"16.11.2017 11:15 - 16.11.2017 11:30","72519","72812"
"16.11.2017 11:30 - 16.11.2017 11:45","72778","73036"
"16.11.2017 11:45 - 16.11.2017 12:00","72905","72705"
"16.11.2017 12:00 - 16.11.2017 12:15","72246","72437"
"16.11.2017 12:15 - 16.11.2017 12:30","72233","72071"
"16.11.2017 12:30 - 16.11.2017 12:45","71841","71811"
"16.11.2017 12:45 - 16.11.2017 13:00","71983","71752"
"16.11.2017 13:00 - 16.11.2017 13:15","71832","72184"
"16.11.2017 13:15 - 16.11.2017 13:30","71444","71992"
"16.11.2017 13:30 - 16.11.2017 13:45","71059","71436"
"16.11.2017 13:45 - 16.11.2017 14:00","70376","70809"
"16.11.2017 14:00 - 16.11.2017 14:15","70302","70530"
"16.11.2017 14:15 - 16.11.2017 14:30","70079","70486"
"16.11.2017 14:30 - 16.11.2017 14:45","69960","70328"
"16.11.2017 14:45 - 16.11.2017 15:00","69861","69840"
"16.11.2017 15:00 - 16.11.2017 15:15","69217","70233"
"16.11.2017 15:15 - 16.11.2017 15:30","69347","70355"
"16.11.2017 15:30 - 16.11.2017 15:45","69162","70153"
"16.11.2017 15:45 - 16.11.2017 16:00","68771","69915"
"16.11.2017 16:00 - 16.11.2017 16:15","69031","70089"
"16.11.2017 16:15 - 16.11.2017 16:30","68685","69952"
"16.11.2017 16:30 - 16.11.2017 16:45","68160","70844"
"16.11.2017 16:45 - 16.11.2017 17:00","70211","71741"
"16.11.2017 17:00 - 16.11.2017 17:15","71344","72478"
"16.11.2017 17:15 - 16.11.2017 17:30","71646","72886"
"16.11.2017 17:30 - 16.11.2017 17:45","72111","72991"
"16.11.2017 17:45 - 16.11.2017 18:00","72017","72810"
"16.11.2017 18:00 - 16.11.2017 18:15","71425","72341"
"16.11.2017 18:15 - 16.11.2017 18:30","71185","72114"
"16.11.2017 18:30 - 16.11.2017 18:45","71242","72060"
"16.11.2017 18:45 - 16.11.2017 19:00","71249","71880"
"16.11.2017 19:00 - 16.11.2017 19:15","70723","71306"
"16.11.2017 19:15 - 16.11.2017 19:30","69922","70424"
"16.11.2017 19:30 - 16.11.2017 19:45","69308","69819"
"16.11.2017 19:45 - 16.11.2017 20:00","68462","69223"
"16.11.2017 20:00 - 16.11.2017 20:15","67376","68129"
"16.11.2017 20:15 - 16.11.2017 20:30","66154","66994"
"16.11.2017 20:30 - 16.11.2017 20:45","64966","65909"
"16.11.2017 20:45 - 16.11.2017 21:00","64168","64764"
"16.11.2017 21:00 - 16.11.2017 21:15","63098","64179"
"16.11.2017 21:15 - 16.11.2017 21:30","62531","63602"
"16.11.2017 21:30 - 16.11.2017 21:45","62009","62764"
"16.11.2017 21:45 - 16.11.2017 22:00","61239","61647"
"16.11.2017 22:00 - 16.11.2017 22:15","61054","61649"
"16.11.2017 22:15 - 16.11.2017 22:30","60287","60836"
"16.11.2017 22:30 - 16.11.2017 22:45","59136","59736"
"16.11.2017 22:45 - 16.11.2017 23:00","57778","59064"
"16.11.2017 23:00 - 16.11.2017 23:15","56371","57918"
"16.11.2017 23:15 - 16.11.2017 23:30","55221","56630"
"16.11.2017 23:30 - 16.11.2017 23:45","54166","55654"
"16.11.2017 23:45 - 17.11.2017 00:00","53167","54898"
"17.11.2017 00:00 - 17.11.2017 00:15","51795","53450"
"17.11.2017 00:15 - 17.11.2017 00:30","51089","52573"
"17.11.2017 00:30 - 17.11.2017 00:45","50393","52086"
"17.11.2017 00:45 - 17.11.2017 01:00","49768","51390"
"17.11.2017 01:00 - 17.11.2017 01:15","49288","50762"
"17.11.2017 01:15 - 17.11.2017 01:30","48865","50513"
"17.11.2017 01:30 - 17.11.2017 01:45","48619","50117"
"17.11.2017 01:45 - 17.11.2017 02:00","48363","49758"
"17.11.2017 02:00 - 17.11.2017 02:15","48132","49055"
"17.11.2017 02:15 - 17.11.2017 02:30","48010","48824"
"17.11.2017 02:30 - 17.11.2017 02:45","48075","48936"
"17.11.2017 02:45 - 17.11.2017 03:00","48234","49200"
"17.11.2017 03:00 - 17.11.2017 03:15","48300","49436"
"17.11.2017 03:15 - 17.11.2017 03:30","48360","49524"
"17.11.2017 03:30 - 17.11.2017 03:45","48493","49666"
"17.11.2017 03:45 - 17.11.2017 04:00","48623","49941"
"17.11.2017 04:00 - 17.11.2017 04:15","49303","50272"
"17.11.2017 04:15 - 17.11.2017 04:30","49598","50466"
"17.11.2017 04:30 - 17.11.2017 04:45","50111","50829"
"17.11.2017 04:45 - 17.11.2017 05:00","50688","51161"
"17.11.2017 05:00 - 17.11.2017 05:15","51702","52587"
"17.11.2017 05:15 - 17.11.2017 05:30","52404","53293"
"17.11.2017 05:30 - 17.11.2017 05:45","53495","54523"
"17.11.2017 05:45 - 17.11.2017 06:00","54862","55686"
"17.11.2017 06:00 - 17.11.2017 06:15","57660","58507"
"17.11.2017 06:15 - 17.11.2017 06:30","59910","60522"
"17.11.2017 06:30 - 17.11.2017 06:45","61833","62470"
"17.11.2017 06:45 - 17.11.2017 07:00","63467","64077"
"17.11.2017 07:00 - 17.11.2017 07:15","65381","66380"
"17.11.2017 07:15 - 17.11.2017 07:30","66393","67396"
"17.11.2017 07:30 - 17.11.2017 07:45","67258","67978"
"17.11.2017 07:45 - 17.11.2017 08:00","67771","68311"
"17.11.2017 08:00 - 17.11.2017 08:15","68549","69277"
"17.11.2017 08:15 - 17.11.2017 08:30","68798","69684"
"17.11.2017 08:30 - 17.11.2017 08:45","68858","69990"
"17.11.2017 08:45 - 17.11.2017 09:00","69096","69837"
"17.11.2017 09:00 - 17.11.2017 09:15","68889","69382"
"17.11.2017 09:15 - 17.11.2017 09:30","69107","69915"
"17.11.2017 09:30 - 17.11.2017 09:45","69399","70321"
"17.11.2017 09:45 - 17.11.2017 10:00","69744","70468"
"17.11.2017 10:00 - 17.11.2017 10:15","69921","70242"
"17.11.2017 10:15 - 17.11.2017 10:30","70166","70404"
"17.11.2017 10:30 - 17.11.2017 10:45","70355","70439"
"17.11.2017 10:45 - 17.11.2017 11:00","70720","70620"
"17.11.2017 11:00 - 17.11.2017 11:15","70774","70413"
"17.11.2017 11:15 - 17.11.2017 11:30","70893","70556"
"17.11.2017 11:30 - 17.11.2017 11:45","71019","70240"
"17.11.2017 11:45 - 17.11.2017 12:00","71208","70354"
"17.11.2017 12:00 - 17.11.2017 12:15","70354","70054"
"17.11.2017 12:15 - 17.11.2017 12:30","70317","69941"
"17.11.2017 12:30 - 17.11.2017 12:45","69897","69903"
"17.11.2017 12:45 - 17.11.2017 13:00","69945","69379"
"17.11.2017 13:00 - 17.11.2017 13:15","69632","69538"
"17.11.2017 13:15 - 17.11.2017 13:30","69196","69052"
"17.11.2017 13:30 - 17.11.2017 13:45","68762","68508"
"17.11.2017 13:45 - 17.11.2017 14:00","67920","68060"
"17.11.2017 14:00 - 17.11.2017 14:15","67709","67776"
"17.11.2017 14:15 - 17.11.2017 14:30","67250","67875"
"17.11.2017 14:30 - 17.11.2017 14:45","67141","67600"
"17.11.2017 14:45 - 17.11.2017 15:00","66847","67559"
"17.11.2017 15:00 - 17.11.2017 15:15","66019","67480"
"17.11.2017 15:15 - 17.11.2017 15:30","66503","67183"
"17.11.2017 15:30 - 17.11.2017 15:45","66213","66994"
"17.11.2017 15:45 - 17.11.2017 16:00","65750","66395"
"17.11.2017 16:00 - 17.11.2017 16:15","66402","66912"
"17.11.2017 16:15 - 17.11.2017 16:30","66023","67091"
"17.11.2017 16:30 - 17.11.2017 16:45","65595","67734"
"17.11.2017 16:45 - 17.11.2017 17:00","67755","68863"
"17.11.2017 17:00 - 17.11.2017 17:15","68629","70314"
"17.11.2017 17:15 - 17.11.2017 17:30","69221","71050"
"17.11.2017 17:30 - 17.11.2017 17:45","69617","71302"
"17.11.2017 17:45 - 17.11.2017 18:00","69618","71142"
"17.11.2017 18:00 - 17.11.2017 18:15","69154","70530"
"17.11.2017 18:15 - 17.11.2017 18:30","68901","70084"
"17.11.2017 18:30 - 17.11.2017 18:45","68813","69997"
"17.11.2017 18:45 - 17.11.2017 19:00","68605","69605"
"17.11.2017 19:00 - 17.11.2017 19:15","67984","69021"
"17.11.2017 19:15 - 17.11.2017 19:30","67200","68192"
"17.11.2017 19:30 - 17.11.2017 19:45","66768","67596"
"17.11.2017 19:45 - 17.11.2017 20:00","66048","67053"
"17.11.2017 20:00 - 17.11.2017 20:15","64754","65549"
"17.11.2017 20:15 - 17.11.2017 20:30","63541","64801"
"17.11.2017 20:30 - 17.11.2017 20:45","62527","64042"
"17.11.2017 20:45 - 17.11.2017 21:00","61771","63306"
"17.11.2017 21:00 - 17.11.2017 21:15","60651","62352"
"17.11.2017 21:15 - 17.11.2017 21:30","59900","61994"
"17.11.2017 21:30 - 17.11.2017 21:45","59440","61395"
"17.11.2017 21:45 - 17.11.2017 22:00","58691","60611"
"17.11.2017 22:00 - 17.11.2017 22:15","58508","60155"
"17.11.2017 22:15 - 17.11.2017 22:30","57880","59695"
"17.11.2017 22:30 - 17.11.2017 22:45","56981","58458"
"17.11.2017 22:45 - 17.11.2017 23:00","55660","57555"
"17.11.2017 23:00 - 17.11.2017 23:15","54329","56092"
"17.11.2017 23:15 - 17.11.2017 23:30","53438","55365"
"17.11.2017 23:30 - 17.11.2017 23:45","52540","54272"
"17.11.2017 23:45 - 18.11.2017 00:00","51631","53573"
"18.11.2017 00:00 - 18.11.2017 00:15","51953","52618"
"18.11.2017 00:15 - 18.11.2017 00:30","51008","51935"
"18.11.2017 00:30 - 18.11.2017 00:45","50443","51527"
"18.11.2017 00:45 - 18.11.2017 01:00","49823","50898"
"18.11.2017 01:00 - 18.11.2017 01:15","49041","50151"
"18.11.2017 01:15 - 18.11.2017 01:30","48613","49581"
"18.11.2017 01:30 - 18.11.2017 01:45","48300","49559"
"18.11.2017 01:45 - 18.11.2017 02:00","47999","49136"
"18.11.2017 02:00 - 18.11.2017 02:15","47478","48552"
"18.11.2017 02:15 - 18.11.2017 02:30","47337","48258"
"18.11.2017 02:30 - 18.11.2017 02:45","47018","48444"
"18.11.2017 02:45 - 18.11.2017 03:00","46956","48421"
"18.11.2017 03:00 - 18.11.2017 03:15","46979","48118"
"18.11.2017 03:15 - 18.11.2017 03:30","47011","48290"
"18.11.2017 03:30 - 18.11.2017 03:45","46968","48247"
"18.11.2017 03:45 - 18.11.2017 04:00","47014","48355"
"18.11.2017 04:00 - 18.11.2017 04:15","47314","48782"
"18.11.2017 04:15 - 18.11.2017 04:30","47358","48889"
"18.11.2017 04:30 - 18.11.2017 04:45","47388","48914"
"18.11.2017 04:45 - 18.11.2017 05:00","47567","48780"
"18.11.2017 05:00 - 18.11.2017 05:15","48033","48920"
"18.11.2017 05:15 - 18.11.2017 05:30","47924","48879"
"18.11.2017 05:30 - 18.11.2017 05:45","48195","48628"
"18.11.2017 05:45 - 18.11.2017 06:00","48346","49012"
"18.11.2017 06:00 - 18.11.2017 06:15","48833","49447"
"18.11.2017 06:15 - 18.11.2017 06:30","49668","50752"
"18.11.2017 06:30 - 18.11.2017 06:45","50405","51211"
"18.11.2017 06:45 - 18.11.2017 07:00","50993","51835"
"18.11.2017 07:00 - 18.11.2017 07:15","52141","52824"
"18.11.2017 07:15 - 18.11.2017 07:30","52822","53684"
"18.11.2017 07:30 - 18.11.2017 07:45","53855","54624"
"18.11.2017 07:45 - 18.11.2017 08:00","54561","55306"
"18.11.2017 08:00 - 18.11.2017 08:15","55479","56351"
"18.11.2017 08:15 - 18.11.2017 08:30","56133","57375"
"18.11.2017 08:30 - 18.11.2017 08:45","57015","58590"
"18.11.2017 08:45 - 18.11.2017 09:00","57657","59236"
"18.11.2017 09:00 - 18.11.2017 09:15","58832","60285"
"18.11.2017 09:15 - 18.11.2017 09:30","59606","60907"
"18.11.2017 09:30 - 18.11.2017 09:45","59924","61831"
"18.11.2017 09:45 - 18.11.2017 10:00","60556","62406"
"18.11.2017 10:00 - 18.11.2017 10:15","61011","62252"
"18.11.2017 10:15 - 18.11.2017 10:30","61291","62878"
"18.11.2017 10:30 - 18.11.2017 10:45","61432","63302"
"18.11.2017 10:45 - 18.11.2017 11:00","61561","63815"
"18.11.2017 11:00 - 18.11.2017 11:15","61764","63573"
"18.11.2017 11:15 - 18.11.2017 11:30","62171","63788"
"18.11.2017 11:30 - 18.11.2017 11:45","62438","63663"
"18.11.2017 11:45 - 18.11.2017 12:00","62168","63421"
"18.11.2017 12:00 - 18.11.2017 12:15","62022","62776"
"18.11.2017 12:15 - 18.11.2017 12:30","62149","62884"
"18.11.2017 12:30 - 18.11.2017 12:45","61578","62432"
"18.11.2017 12:45 - 18.11.2017 13:00","61243","62264"
"18.11.2017 13:00 - 18.11.2017 13:15","60780","62446"
"18.11.2017 13:15 - 18.11.2017 13:30","60269","62178"
"18.11.2017 13:30 - 18.11.2017 13:45","59930","61619"
"18.11.2017 13:45 - 18.11.2017 14:00","59027","61032"
"18.11.2017 14:00 - 18.11.2017 14:15","58660","60151"
"18.11.2017 14:15 - 18.11.2017 14:30","58109","59772"
"18.11.2017 14:30 - 18.11.2017 14:45","58041","59378"
"18.11.2017 14:45 - 18.11.2017 15:00","58083","59551"
"18.11.2017 15:00 - 18.11.2017 15:15","58370","60230"
"18.11.2017 15:15 - 18.11.2017 15:30","58005","60254"
"18.11.2017 15:30 - 18.11.2017 15:45","57880","59952"
"18.11.2017 15:45 - 18.11.2017 16:00","57762","60305"
"18.11.2017 16:00 - 18.11.2017 16:15","58197","61323"
"18.11.2017 16:15 - 18.11.2017 16:30","58464","61543"
"18.11.2017 16:30 - 18.11.2017 16:45","59075","62585"
"18.11.2017 16:45 - 18.11.2017 17:00","59651","63077"
"18.11.2017 17:00 - 18.11.2017 17:15","60933","64158"
"18.11.2017 17:15 - 18.11.2017 17:30","61724","64226"
"18.11.2017 17:30 - 18.11.2017 17:45","62172","64833"
"18.11.2017 17:45 - 18.11.2017 18:00","62195","64426"
"18.11.2017 18:00 - 18.11.2017 18:15","62155","64259"
"18.11.2017 18:15 - 18.11.2017 18:30","62068","63787"
"18.11.2017 18:30 - 18.11.2017 18:45","61778","63917"
"18.11.2017 18:45 - 18.11.2017 19:00","61601","62584"
"18.11.2017 19:00 - 18.11.2017 19:15","61318","61617"
"18.11.2017 19:15 - 18.11.2017 19:30","60733","60773"
"18.11.2017 19:30 - 18.11.2017 19:45","59996","60363"
"18.11.2017 19:45 - 18.11.2017 20:00","59308","59388"
"18.11.2017 20:00 - 18.11.2017 20:15","58119","58042"
"18.11.2017 20:15 - 18.11.2017 20:30","57155","57015"
"18.11.2017 20:30 - 18.11.2017 20:45","56154","55884"
"18.11.2017 20:45 - 18.11.2017 21:00","55450","55521"
"18.11.2017 21:00 - 18.11.2017 21:15","54582","54875"
"18.11.2017 21:15 - 18.11.2017 21:30","54143","54249"
"18.11.2017 21:30 - 18.11.2017 21:45","54013","53713"
"18.11.2017 21:45 - 18.11.2017 22:00","53921","53385"
"18.11.2017 22:00 - 18.11.2017 22:15","54231","54169"
"18.11.2017 22:15 - 18.11.2017 22:30","53675","53286"
"18.11.2017 22:30 - 18.11.2017 22:45","52966","52276"
"18.11.2017 22:45 - 18.11.2017 23:00","51793","51615"
"18.11.2017 23:00 - 18.11.2017 23:15","50664","50497"
"18.11.2017 23:15 - 18.11.2017 23:30","49692","49563"
"18.11.2017 23:30 - 18.11.2017 23:45","48773","49023"
"18.11.2017 23:45 - 19.11.2017 00:00","48026","48093"
"19.11.2017 00:00 - 19.11.2017 00:15","47080","47292"
"19.11.2017 00:15 - 19.11.2017 00:30","46172","46947"
"19.11.2017 00:30 - 19.11.2017 00:45","45645","46640"
"19.11.2017 00:45 - 19.11.2017 01:00","45023","46129"
"19.11.2017 01:00 - 19.11.2017 01:15","44490","45162"
"19.11.2017 01:15 - 19.11.2017 01:30","44082","44780"
"19.11.2017 01:30 - 19.11.2017 01:45","43673","44437"
"19.11.2017 01:45 - 19.11.2017 02:00","43411","44320"
"19.11.2017 02:00 - 19.11.2017 02:15","43175","44160"
"19.11.2017 02:15 - 19.11.2017 02:30","43002","43899"
"19.11.2017 02:30 - 19.11.2017 02:45","42886","43485"
"19.11.2017 02:45 - 19.11.2017 03:00","42850","43333"
"19.11.2017 03:00 - 19.11.2017 03:15","42888","43657"
"19.11.2017 03:15 - 19.11.2017 03:30","42910","43634"
"19.11.2017 03:30 - 19.11.2017 03:45","42834","43663"
"19.11.2017 03:45 - 19.11.2017 04:00","42813","43558"
"19.11.2017 04:00 - 19.11.2017 04:15","42923","43427"
"19.11.2017 04:15 - 19.11.2017 04:30","42907","43855"
"19.11.2017 04:30 - 19.11.2017 04:45","42953","44089"
"19.11.2017 04:45 - 19.11.2017 05:00","42952","43974"
"19.11.2017 05:00 - 19.11.2017 05:15","43278","44071"
"19.11.2017 05:15 - 19.11.2017 05:30","42989","43814"
"19.11.2017 05:30 - 19.11.2017 05:45","43064","43642"
"19.11.2017 05:45 - 19.11.2017 06:00","42902","43418"
"19.11.2017 06:00 - 19.11.2017 06:15","42678","42931"
"19.11.2017 06:15 - 19.11.2017 06:30","43126","42743"
"19.11.2017 06:30 - 19.11.2017 06:45","43501","42977"
"19.11.2017 06:45 - 19.11.2017 07:00","44123","43622"
"19.11.2017 07:00 - 19.11.2017 07:15","44706","45320"
"19.11.2017 07:15 - 19.11.2017 07:30","45230","45811"
"19.11.2017 07:30 - 19.11.2017 07:45","46237","46083"
"19.11.2017 07:45 - 19.11.2017 08:00","46982","46823"
"19.11.2017 08:00 - 19.11.2017 08:15","48047","47637"
"19.11.2017 08:15 - 19.11.2017 08:30","48668","48861"
"19.11.2017 08:30 - 19.11.2017 08:45","49489","49405"
"19.11.2017 08:45 - 19.11.2017 09:00","50195","50337"
"19.11.2017 09:00 - 19.11.2017 09:15","51343","51392"
"19.11.2017 09:15 - 19.11.2017 09:30","52379","52407"
"19.11.2017 09:30 - 19.11.2017 09:45","53014","53383"
"19.11.2017 09:45 - 19.11.2017 10:00","53580","53966"
"19.11.2017 10:00 - 19.11.2017 10:15","54256","54621"
"19.11.2017 10:15 - 19.11.2017 10:30","54820","55531"
"19.11.2017 10:30 - 19.11.2017 10:45","55312","55782"
"19.11.2017 10:45 - 19.11.2017 11:00","55855","56619"
"19.11.2017 11:00 - 19.11.2017 11:15","56501","57303"
"19.11.2017 11:15 - 19.11.2017 11:30","57047","58006"
"19.11.2017 11:30 - 19.11.2017 11:45","57459","58791"
"19.11.2017 11:45 - 19.11.2017 12:00","57242","58833"
"19.11.2017 12:00 - 19.11.2017 12:15","57125","58384"
"19.11.2017 12:15 - 19.11.2017 12:30","57092","58236"
"19.11.2017 12:30 - 19.11.2017 12:45","56560","58027"
"19.11.2017 12:45 - 19.11.2017 13:00","56273","57116"
"19.11.2017 13:00 - 19.11.2017 13:15","55976","56481"
"19.11.2017 13:15 - 19.11.2017 13:30","55480","55884"
"19.11.2017 13:30 - 19.11.2017 13:45","55303","55329"
"19.11.2017 13:45 - 19.11.2017 14:00","54379","54768"
"19.11.2017 14:00 - 19.11.2017 14:15","54150","54398"
"19.11.2017 14:15 - 19.11.2017 14:30","53738","54472"
"19.11.2017 14:30 - 19.11.2017 14:45","53791","54073"
"19.11.2017 14:45 - 19.11.2017 15:00","54043","53862"
"19.11.2017 15:00 - 19.11.2017 15:15","54035","54370"
"19.11.2017 15:15 - 19.11.2017 15:30","53630","54357"
"19.11.2017 15:30 - 19.11.2017 15:45","53630","54349"
"19.11.2017 15:45 - 19.11.2017 16:00","53640","54552"
"19.11.2017 16:00 - 19.11.2017 16:15","54012","55436"
"19.11.2017 16:15 - 19.11.2017 16:30","54234","55723"
"19.11.2017 16:30 - 19.11.2017 16:45","54766","56568"
"19.11.2017 16:45 - 19.11.2017 17:00","55808","57940"
"19.11.2017 17:00 - 19.11.2017 17:15","57078","59481"
"19.11.2017 17:15 - 19.11.2017 17:30","57729","59993"
"19.11.2017 17:30 - 19.11.2017 17:45","58494","60465"
"19.11.2017 17:45 - 19.11.2017 18:00","58619","60962"
"19.11.2017 18:00 - 19.11.2017 18:15","58751","61507"
"19.11.2017 18:15 - 19.11.2017 18:30","59027","60890"
"19.11.2017 18:30 - 19.11.2017 18:45","59049","60506"
"19.11.2017 18:45 - 19.11.2017 19:00","58818","60539"
"19.11.2017 19:00 - 19.11.2017 19:15","58580","60068"
"19.11.2017 19:15 - 19.11.2017 19:30","58287","59172"
"19.11.2017 19:30 - 19.11.2017 19:45","57747","58660"
"19.11.2017 19:45 - 19.11.2017 20:00","56931","58089"
"19.11.2017 20:00 - 19.11.2017 20:15","56488","57307"
"19.11.2017 20:15 - 19.11.2017 20:30","55999","56628"
"19.11.2017 20:30 - 19.11.2017 20:45","54750","55554"
"19.11.2017 20:45 - 19.11.2017 21:00","54444","54621"
"19.11.2017 21:00 - 19.11.2017 21:15","53760","54380"
"19.11.2017 21:15 - 19.11.2017 21:30","53480","53904"
"19.11.2017 21:30 - 19.11.2017 21:45","53525","53765"
"19.11.2017 21:45 - 19.11.2017 22:00","53751","53804"
"19.11.2017 22:00 - 19.11.2017 22:15","54330","54929"
"19.11.2017 22:15 - 19.11.2017 22:30","53920","54134"
"19.11.2017 22:30 - 19.11.2017 22:45","53130","53725"
"19.11.2017 22:45 - 19.11.2017 23:00","52037","53437"
"19.11.2017 23:00 - 19.11.2017 23:15","50872","52346"
"19.11.2017 23:15 - 19.11.2017 23:30","49941","51576"
"19.11.2017 23:30 - 19.11.2017 23:45","49200","50969"
"19.11.2017 23:45 - 20.11.2017 00:00","48528","49773"
"20.11.2017 00:00 - 20.11.2017 00:15","48555","48802"
"20.11.2017 00:15 - 20.11.2017 00:30","47906","47771"
"20.11.2017 00:30 - 20.11.2017 00:45","47341","47458"
"20.11.2017 00:45 - 20.11.2017 01:00","46837","46995"
"20.11.2017 01:00 - 20.11.2017 01:15","46387","46849"
"20.11.2017 01:15 - 20.11.2017 01:30","46104","46366"
"20.11.2017 01:30 - 20.11.2017 01:45","45848","46319"
"20.11.2017 01:45 - 20.11.2017 02:00","45697","45929"
"20.11.2017 02:00 - 20.11.2017 02:15","45480","45741"
"20.11.2017 02:15 - 20.11.2017 02:30","45373","45674"
"20.11.2017 02:30 - 20.11.2017 02:45","45463","45437"
"20.11.2017 02:45 - 20.11.2017 03:00","45600","45475"
"20.11.2017 03:00 - 20.11.2017 03:15","45725","45799"
"20.11.2017 03:15 - 20.11.2017 03:30","45767","46029"
"20.11.2017 03:30 - 20.11.2017 03:45","46003","46315"
"20.11.2017 03:45 - 20.11.2017 04:00","46138","46863"
"20.11.2017 04:00 - 20.11.2017 04:15","47002","47187"
"20.11.2017 04:15 - 20.11.2017 04:30","47406","47661"
"20.11.2017 04:30 - 20.11.2017 04:45","47866","47973"
"20.11.2017 04:45 - 20.11.2017 05:00","48384","48829"
"20.11.2017 05:00 - 20.11.2017 05:15","49897","50447"
"20.11.2017 05:15 - 20.11.2017 05:30","50841","51441"
"20.11.2017 05:30 - 20.11.2017 05:45","52206","52913"
"20.11.2017 05:45 - 20.11.2017 06:00","53920","54784"
"20.11.2017 06:00 - 20.11.2017 06:15","56873","58589"
"20.11.2017 06:15 - 20.11.2017 06:30","59518","61515"
"20.11.2017 06:30 - 20.11.2017 06:45","61624","63909"
"20.11.2017 06:45 - 20.11.2017 07:00","63327","65353"
"20.11.2017 07:00 - 20.11.2017 07:15","65241","67672"
"20.11.2017 07:15 - 20.11.2017 07:30","66338","68648"
"20.11.2017 07:30 - 20.11.2017 07:45","67068","69398"
"20.11.2017 07:45 - 20.11.2017 08:00","67746","69813"
"20.11.2017 08:00 - 20.11.2017 08:15","68746","70577"
"20.11.2017 08:15 - 20.11.2017 08:30","68981","71057"
"20.11.2017 08:30 - 20.11.2017 08:45","69189","71427"
"20.11.2017 08:45 - 20.11.2017 09:00","69346","71151"
"20.11.2017 09:00 - 20.11.2017 09:15","69119","70835"
"20.11.2017 09:15 - 20.11.2017 09:30","69273","71013"
"20.11.2017 09:30 - 20.11.2017 09:45","69520","71309"
"20.11.2017 09:45 - 20.11.2017 10:00","69775","71688"
"20.11.2017 10:00 - 20.11.2017 10:15","69935","71877"
"20.11.2017 10:15 - 20.11.2017 10:30","70283","72243"
"20.11.2017 10:30 - 20.11.2017 10:45","70633","72403"
