"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"14.04.2017 06:30 - 14.04.2017 06:45","38813","39203"
"14.04.2017 06:45 - 14.04.2017 07:00","39084","39331"
"14.04.2017 07:00 - 14.04.2017 07:15","39432","40436"
"14.04.2017 07:15 - 14.04.2017 07:30","40118","40528"
"14.04.2017 07:30 - 14.04.2017 07:45","41041","41163"
"14.04.2017 07:45 - 14.04.2017 08:00","41896","41904"
"14.04.2017 08:00 - 14.04.2017 08:15","42777","43080"
"14.04.2017 08:15 - 14.04.2017 08:30","43554","43551"
"14.04.2017 08:30 - 14.04.2017 08:45","44843","44413"
"14.04.2017 08:45 - 14.04.2017 09:00","45569","45227"
"14.04.2017 09:00 - 14.04.2017 09:15","46721","45688"
"14.04.2017 09:15 - 14.04.2017 09:30","47525","46656"
"14.04.2017 09:30 - 14.04.2017 09:45","47965","47114"
"14.04.2017 09:45 - 14.04.2017 10:00","48807","47762"
"14.04.2017 10:00 - 14.04.2017 10:15","49029","48621"
"14.04.2017 10:15 - 14.04.2017 10:30","49842","49213"
"14.04.2017 10:30 - 14.04.2017 10:45","50301","49187"
"14.04.2017 10:45 - 14.04.2017 11:00","51048","49112"
"14.04.2017 11:00 - 14.04.2017 11:15","51641","49330"
"14.04.2017 11:15 - 14.04.2017 11:30","52256","50535"
"14.04.2017 11:30 - 14.04.2017 11:45","52765","51776"
"14.04.2017 11:45 - 14.04.2017 12:00","52967","52796"
"14.04.2017 12:00 - 14.04.2017 12:15","52252","52622"
"14.04.2017 12:15 - 14.04.2017 12:30","52389","52918"
"14.04.2017 12:30 - 14.04.2017 12:45","51579","52679"
"14.04.2017 12:45 - 14.04.2017 13:00","51028","52478"
"14.04.2017 13:00 - 14.04.2017 13:15","50387","52022"
"14.04.2017 13:15 - 14.04.2017 13:30","50261","51352"
"14.04.2017 13:30 - 14.04.2017 13:45","49569","50658"
"14.04.2017 13:45 - 14.04.2017 14:00","48991","50182"
"14.04.2017 14:00 - 14.04.2017 14:15","48527","50026"
"14.04.2017 14:15 - 14.04.2017 14:30","47838","49414"
"14.04.2017 14:30 - 14.04.2017 14:45","48009","48865"
"14.04.2017 14:45 - 14.04.2017 15:00","47651","48555"
"14.04.2017 15:00 - 14.04.2017 15:15","48462","48688"
"14.04.2017 15:15 - 14.04.2017 15:30","48078","48407"
"14.04.2017 15:30 - 14.04.2017 15:45","47453","48088"
"14.04.2017 15:45 - 14.04.2017 16:00","47436","48458"
"14.04.2017 16:00 - 14.04.2017 16:15","46802","48265"
"14.04.2017 16:15 - 14.04.2017 16:30","47759","48393"
"14.04.2017 16:30 - 14.04.2017 16:45","47673","48107"
"14.04.2017 16:45 - 14.04.2017 17:00","47392","47953"
"14.04.2017 17:00 - 14.04.2017 17:15","48419","48247"
"14.04.2017 17:15 - 14.04.2017 17:30","47712","48725"
"14.04.2017 17:30 - 14.04.2017 17:45","48570","49142"
"14.04.2017 17:45 - 14.04.2017 18:00","48405","49436"
"14.04.2017 18:00 - 14.04.2017 18:15","49106","49831"
"14.04.2017 18:15 - 14.04.2017 18:30","49603","49588"
"14.04.2017 18:30 - 14.04.2017 18:45","49549","49586"
"14.04.2017 18:45 - 14.04.2017 19:00","49673","49715"
"14.04.2017 19:00 - 14.04.2017 19:15","50186","49912"
"14.04.2017 19:15 - 14.04.2017 19:30","50016","49090"
"14.04.2017 19:30 - 14.04.2017 19:45","49784","48908"
"14.04.2017 19:45 - 14.04.2017 20:00","49604","48896"
"14.04.2017 20:00 - 14.04.2017 20:15","49715","48932"
"14.04.2017 20:15 - 14.04.2017 20:30","48743","49088"
"14.04.2017 20:30 - 14.04.2017 20:45","49177","48782"
"14.04.2017 20:45 - 14.04.2017 21:00","49461","48402"
"14.04.2017 21:00 - 14.04.2017 21:15","48689","47838"
"14.04.2017 21:15 - 14.04.2017 21:30","48284","47448"
"14.04.2017 21:30 - 14.04.2017 21:45","48589","47157"
"14.04.2017 21:45 - 14.04.2017 22:00","47166","46561"
"14.04.2017 22:00 - 14.04.2017 22:15","47671","46398"
"14.04.2017 22:15 - 14.04.2017 22:30","48031","45972"
"14.04.2017 22:30 - 14.04.2017 22:45","47017","45491"
"14.04.2017 22:45 - 14.04.2017 23:00","46502","44920"
"14.04.2017 23:00 - 14.04.2017 23:15","45113","43677"
"14.04.2017 23:15 - 14.04.2017 23:30","44784","43217"
"14.04.2017 23:30 - 14.04.2017 23:45","43678","42640"
"14.04.2017 23:45 - 15.04.2017 00:00","43014","42178"
"15.04.2017 00:00 - 15.04.2017 00:15","39960","41232"
"15.04.2017 00:15 - 15.04.2017 00:30","39258","40614"
"15.04.2017 00:30 - 15.04.2017 00:45","39086","39935"
"15.04.2017 00:45 - 15.04.2017 01:00","38686","39574"
"15.04.2017 01:00 - 15.04.2017 01:15","38221","39043"
"15.04.2017 01:15 - 15.04.2017 01:30","37693","38597"
"15.04.2017 01:30 - 15.04.2017 01:45","37303","38457"
"15.04.2017 01:45 - 15.04.2017 02:00","37285","38130"
"15.04.2017 02:00 - 15.04.2017 02:15","37028","37803"
"15.04.2017 02:15 - 15.04.2017 02:30","36958","37434"
"15.04.2017 02:30 - 15.04.2017 02:45","36796","37603"
"15.04.2017 02:45 - 15.04.2017 03:00","36690","37607"
"15.04.2017 03:00 - 15.04.2017 03:15","37126","37576"
"15.04.2017 03:15 - 15.04.2017 03:30","36973","37339"
"15.04.2017 03:30 - 15.04.2017 03:45","37187","37595"
"15.04.2017 03:45 - 15.04.2017 04:00","37043","37901"
"15.04.2017 04:00 - 15.04.2017 04:15","37451","38315"
"15.04.2017 04:15 - 15.04.2017 04:30","37501","38388"
"15.04.2017 04:30 - 15.04.2017 04:45","37728","38826"
"15.04.2017 04:45 - 15.04.2017 05:00","37867","39075"
"15.04.2017 05:00 - 15.04.2017 05:15","38442","39763"
"15.04.2017 05:15 - 15.04.2017 05:30","38473","39733"
"15.04.2017 05:30 - 15.04.2017 05:45","38664","40373"
"15.04.2017 05:45 - 15.04.2017 06:00","38967","40600"
"15.04.2017 06:00 - 15.04.2017 06:15","39644","41014"
"15.04.2017 06:15 - 15.04.2017 06:30","39920","41081"
"15.04.2017 06:30 - 15.04.2017 06:45","40086","40969"
"15.04.2017 06:45 - 15.04.2017 07:00","40358","41630"
"15.04.2017 07:00 - 15.04.2017 07:15","41399","42053"
"15.04.2017 07:15 - 15.04.2017 07:30","42449","42956"
"15.04.2017 07:30 - 15.04.2017 07:45","43791","44074"
"15.04.2017 07:45 - 15.04.2017 08:00","44945","45309"
"15.04.2017 08:00 - 15.04.2017 08:15","46335","46385"
"15.04.2017 08:15 - 15.04.2017 08:30","47338","47278"
"15.04.2017 08:30 - 15.04.2017 08:45","48255","47995"
"15.04.2017 08:45 - 15.04.2017 09:00","49053","48707"
"15.04.2017 09:00 - 15.04.2017 09:15","50069","49911"
"15.04.2017 09:15 - 15.04.2017 09:30","50696","50392"
"15.04.2017 09:30 - 15.04.2017 09:45","51416","51045"
"15.04.2017 09:45 - 15.04.2017 10:00","51954","51474"
"15.04.2017 10:00 - 15.04.2017 10:15","52414","51731"
"15.04.2017 10:15 - 15.04.2017 10:30","52827","52115"
"15.04.2017 10:30 - 15.04.2017 10:45","53148","52857"
"15.04.2017 10:45 - 15.04.2017 11:00","53341","53680"
"15.04.2017 11:00 - 15.04.2017 11:15","53708","54719"
"15.04.2017 11:15 - 15.04.2017 11:30","54085","55692"
"15.04.2017 11:30 - 15.04.2017 11:45","54487","56363"
"15.04.2017 11:45 - 15.04.2017 12:00","54598","56472"
"15.04.2017 12:00 - 15.04.2017 12:15","53857","56056"
"15.04.2017 12:15 - 15.04.2017 12:30","53796","56090"
"15.04.2017 12:30 - 15.04.2017 12:45","53297","56103"
"15.04.2017 12:45 - 15.04.2017 13:00","52803","56014"
"15.04.2017 13:00 - 15.04.2017 13:15","52179","55692"
"15.04.2017 13:15 - 15.04.2017 13:30","51942","55696"
"15.04.2017 13:30 - 15.04.2017 13:45","51520","55253"
"15.04.2017 13:45 - 15.04.2017 14:00","50770","55380"
"15.04.2017 14:00 - 15.04.2017 14:15","50462","55121"
"15.04.2017 14:15 - 15.04.2017 14:30","49901","54614"
"15.04.2017 14:30 - 15.04.2017 14:45","49632","53705"
"15.04.2017 14:45 - 15.04.2017 15:00","49853","53776"
"15.04.2017 15:00 - 15.04.2017 15:15","50068","53791"
"15.04.2017 15:15 - 15.04.2017 15:30","49045","54062"
"15.04.2017 15:30 - 15.04.2017 15:45","48816","53694"
"15.04.2017 15:45 - 15.04.2017 16:00","48689","53674"
"15.04.2017 16:00 - 15.04.2017 16:15","48731","53381"
"15.04.2017 16:15 - 15.04.2017 16:30","49207","53761"
"15.04.2017 16:30 - 15.04.2017 16:45","49056","53335"
"15.04.2017 16:45 - 15.04.2017 17:00","48245","53368"
"15.04.2017 17:00 - 15.04.2017 17:15","48715","53452"
"15.04.2017 17:15 - 15.04.2017 17:30","48599","53874"
"15.04.2017 17:30 - 15.04.2017 17:45","48847","53852"
"15.04.2017 17:45 - 15.04.2017 18:00","48790","53852"
"15.04.2017 18:00 - 15.04.2017 18:15","49000","54186"
"15.04.2017 18:15 - 15.04.2017 18:30","48448","54514"
"15.04.2017 18:30 - 15.04.2017 18:45","48675","54869"
"15.04.2017 18:45 - 15.04.2017 19:00","48781","54324"
"15.04.2017 19:00 - 15.04.2017 19:15","48984","53640"
"15.04.2017 19:15 - 15.04.2017 19:30","49041","53455"
"15.04.2017 19:30 - 15.04.2017 19:45","48830","52720"
"15.04.2017 19:45 - 15.04.2017 20:00","48453","52495"
"15.04.2017 20:00 - 15.04.2017 20:15","48861","52018"
"15.04.2017 20:15 - 15.04.2017 20:30","48737","51096"
"15.04.2017 20:30 - 15.04.2017 20:45","47898","50821"
"15.04.2017 20:45 - 15.04.2017 21:00","47820","50323"
"15.04.2017 21:00 - 15.04.2017 21:15","47119","49946"
"15.04.2017 21:15 - 15.04.2017 21:30","46727","49636"
"15.04.2017 21:30 - 15.04.2017 21:45","47188","49084"
"15.04.2017 21:45 - 15.04.2017 22:00","46055","48721"
"15.04.2017 22:00 - 15.04.2017 22:15","45555","48614"
"15.04.2017 22:15 - 15.04.2017 22:30","44959","47605"
"15.04.2017 22:30 - 15.04.2017 22:45","43865","46950"
"15.04.2017 22:45 - 15.04.2017 23:00","43351","46308"
"15.04.2017 23:00 - 15.04.2017 23:15","41808","45485"
"15.04.2017 23:15 - 15.04.2017 23:30","41080","44668"
"15.04.2017 23:30 - 15.04.2017 23:45","40536","44015"
"15.04.2017 23:45 - 16.04.2017 00:00","39362","43147"
"16.04.2017 00:00 - 16.04.2017 00:15","39716","42562"
"16.04.2017 00:15 - 16.04.2017 00:30","39271","41964"
"16.04.2017 00:30 - 16.04.2017 00:45","38804","41118"
"16.04.2017 00:45 - 16.04.2017 01:00","38400","40453"
"16.04.2017 01:00 - 16.04.2017 01:15","37795","39735"
"16.04.2017 01:15 - 16.04.2017 01:30","37310","39024"
"16.04.2017 01:30 - 16.04.2017 01:45","37033","38638"
"16.04.2017 01:45 - 16.04.2017 02:00","36751","38240"
"16.04.2017 02:00 - 16.04.2017 02:15","36481","37909"
"16.04.2017 02:15 - 16.04.2017 02:30","36369","37519"
"16.04.2017 02:30 - 16.04.2017 02:45","36227","37614"
"16.04.2017 02:45 - 16.04.2017 03:00","36156","37249"
"16.04.2017 03:00 - 16.04.2017 03:15","36105","37216"
"16.04.2017 03:15 - 16.04.2017 03:30","36057","36976"
"16.04.2017 03:30 - 16.04.2017 03:45","36375","37258"
"16.04.2017 03:45 - 16.04.2017 04:00","36151","37051"
"16.04.2017 04:00 - 16.04.2017 04:15","36389","37398"
"16.04.2017 04:15 - 16.04.2017 04:30","36350","37135"
"16.04.2017 04:30 - 16.04.2017 04:45","36504","37057"
"16.04.2017 04:45 - 16.04.2017 05:00","36623","37360"
"16.04.2017 05:00 - 16.04.2017 05:15","36972","37296"
"16.04.2017 05:15 - 16.04.2017 05:30","36553","37040"
"16.04.2017 05:30 - 16.04.2017 05:45","36582","36785"
"16.04.2017 05:45 - 16.04.2017 06:00","36446","36482"
"16.04.2017 06:00 - 16.04.2017 06:15","36376","36002"
"16.04.2017 06:15 - 16.04.2017 06:30","36225","36166"
"16.04.2017 06:30 - 16.04.2017 06:45","36183","36122"
"16.04.2017 06:45 - 16.04.2017 07:00","36286","36198"
"16.04.2017 07:00 - 16.04.2017 07:15","37086","36993"
"16.04.2017 07:15 - 16.04.2017 07:30","37869","38008"
"16.04.2017 07:30 - 16.04.2017 07:45","38769","38738"
"16.04.2017 07:45 - 16.04.2017 08:00","39904","39377"
"16.04.2017 08:00 - 16.04.2017 08:15","41239","40834"
"16.04.2017 08:15 - 16.04.2017 08:30","42176","41949"
"16.04.2017 08:30 - 16.04.2017 08:45","42990","42694"
"16.04.2017 08:45 - 16.04.2017 09:00","43907","43384"
"16.04.2017 09:00 - 16.04.2017 09:15","44974","44228"
"16.04.2017 09:15 - 16.04.2017 09:30","45676","45041"
"16.04.2017 09:30 - 16.04.2017 09:45","46230","46109"
"16.04.2017 09:45 - 16.04.2017 10:00","46663","46727"
"16.04.2017 10:00 - 16.04.2017 10:15","47352","47109"
"16.04.2017 10:15 - 16.04.2017 10:30","47940","47242"
"16.04.2017 10:30 - 16.04.2017 10:45","48476","47958"
"16.04.2017 10:45 - 16.04.2017 11:00","48867","48454"
"16.04.2017 11:00 - 16.04.2017 11:15","49555","48875"
"16.04.2017 11:15 - 16.04.2017 11:30","50192","49414"
"16.04.2017 11:30 - 16.04.2017 11:45","50893","50051"
"16.04.2017 11:45 - 16.04.2017 12:00","50992","49134"
"16.04.2017 12:00 - 16.04.2017 12:15","50678","49118"
"16.04.2017 12:15 - 16.04.2017 12:30","50581","48367"
"16.04.2017 12:30 - 16.04.2017 12:45","49926","48313"
"16.04.2017 12:45 - 16.04.2017 13:00","49469","47214"
"16.04.2017 13:00 - 16.04.2017 13:15","48532","46572"
"16.04.2017 13:15 - 16.04.2017 13:30","48430","45706"
"16.04.2017 13:30 - 16.04.2017 13:45","47893","45519"
"16.04.2017 13:45 - 16.04.2017 14:00","47138","45637"
"16.04.2017 14:00 - 16.04.2017 14:15","46674","44950"
"16.04.2017 14:15 - 16.04.2017 14:30","45981","44590"
"16.04.2017 14:30 - 16.04.2017 14:45","45870","43981"
"16.04.2017 14:45 - 16.04.2017 15:00","45658","43929"
"16.04.2017 15:00 - 16.04.2017 15:15","46108","44044"
"16.04.2017 15:15 - 16.04.2017 15:30","45083","43420"
"16.04.2017 15:30 - 16.04.2017 15:45","44660","43547"
"16.04.2017 15:45 - 16.04.2017 16:00","44794","42871"
"16.04.2017 16:00 - 16.04.2017 16:15","44807","43361"
"16.04.2017 16:15 - 16.04.2017 16:30","45335","44022"
"16.04.2017 16:30 - 16.04.2017 16:45","45900","44146"
"16.04.2017 16:45 - 16.04.2017 17:00","44996","44449"
"16.04.2017 17:00 - 16.04.2017 17:15","45470","44932"
"16.04.2017 17:15 - 16.04.2017 17:30","45029","45120"
"16.04.2017 17:30 - 16.04.2017 17:45","45475","44723"
"16.04.2017 17:45 - 16.04.2017 18:00","45412","44854"
"16.04.2017 18:00 - 16.04.2017 18:15","45675","45535"
"16.04.2017 18:15 - 16.04.2017 18:30","46183","45661"
"16.04.2017 18:30 - 16.04.2017 18:45","46263","46150"
"16.04.2017 18:45 - 16.04.2017 19:00","46270","45942"
"16.04.2017 19:00 - 16.04.2017 19:15","46893","46503"
"16.04.2017 19:15 - 16.04.2017 19:30","46829","46108"
"16.04.2017 19:30 - 16.04.2017 19:45","46553","46012"
"16.04.2017 19:45 - 16.04.2017 20:00","46452","45682"
"16.04.2017 20:00 - 16.04.2017 20:15","46784","45978"
"16.04.2017 20:15 - 16.04.2017 20:30","47068","46148"
"16.04.2017 20:30 - 16.04.2017 20:45","46772","46035"
"16.04.2017 20:45 - 16.04.2017 21:00","46625","46011"
"16.04.2017 21:00 - 16.04.2017 21:15","46091","45918"
"16.04.2017 21:15 - 16.04.2017 21:30","45963","45473"
"16.04.2017 21:30 - 16.04.2017 21:45","46180","45192"
"16.04.2017 21:45 - 16.04.2017 22:00","45277","44883"
"16.04.2017 22:00 - 16.04.2017 22:15","45278","45196"
"16.04.2017 22:15 - 16.04.2017 22:30","44905","44500"
"16.04.2017 22:30 - 16.04.2017 22:45","44075","43683"
"16.04.2017 22:45 - 16.04.2017 23:00","43245","42961"
"16.04.2017 23:00 - 16.04.2017 23:15","42379","42162"
"16.04.2017 23:15 - 16.04.2017 23:30","41645","41430"
"16.04.2017 23:30 - 16.04.2017 23:45","41114","40579"
"16.04.2017 23:45 - 17.04.2017 00:00","40527","39783"
"17.04.2017 00:00 - 17.04.2017 00:15","41308","38827"
"17.04.2017 00:15 - 17.04.2017 00:30","40723","38179"
"17.04.2017 00:30 - 17.04.2017 00:45","40392","37684"
"17.04.2017 00:45 - 17.04.2017 01:00","40102","37467"
"17.04.2017 01:00 - 17.04.2017 01:15","39373","36689"
"17.04.2017 01:15 - 17.04.2017 01:30","38850","36176"
"17.04.2017 01:30 - 17.04.2017 01:45","38509","35881"
"17.04.2017 01:45 - 17.04.2017 02:00","38363","35501"
"17.04.2017 02:00 - 17.04.2017 02:15","38027","35096"
"17.04.2017 02:15 - 17.04.2017 02:30","37673","35139"
"17.04.2017 02:30 - 17.04.2017 02:45","37683","35196"
"17.04.2017 02:45 - 17.04.2017 03:00","37602","35320"
"17.04.2017 03:00 - 17.04.2017 03:15","37572","34853"
"17.04.2017 03:15 - 17.04.2017 03:30","37603","34990"
"17.04.2017 03:30 - 17.04.2017 03:45","37826","35105"
"17.04.2017 03:45 - 17.04.2017 04:00","37732","35063"
"17.04.2017 04:00 - 17.04.2017 04:15","38194","35321"
"17.04.2017 04:15 - 17.04.2017 04:30","38062","35582"
"17.04.2017 04:30 - 17.04.2017 04:45","38189","35533"
"17.04.2017 04:45 - 17.04.2017 05:00","38298","35525"
"17.04.2017 05:00 - 17.04.2017 05:15","38667","35823"
"17.04.2017 05:15 - 17.04.2017 05:30","38298","35842"
"17.04.2017 05:30 - 17.04.2017 05:45","38576","35739"
"17.04.2017 05:45 - 17.04.2017 06:00","38382","35757"
"17.04.2017 06:00 - 17.04.2017 06:15","38240","35509"
"17.04.2017 06:15 - 17.04.2017 06:30","38432","35378"
"17.04.2017 06:30 - 17.04.2017 06:45","38364","35352"
"17.04.2017 06:45 - 17.04.2017 07:00","38613","35632"
"17.04.2017 07:00 - 17.04.2017 07:15","38942","35951"
"17.04.2017 07:15 - 17.04.2017 07:30","39774","36537"
"17.04.2017 07:30 - 17.04.2017 07:45","41133","37209"
"17.04.2017 07:45 - 17.04.2017 08:00","41974","38131"
"17.04.2017 08:00 - 17.04.2017 08:15","43048","39413"
"17.04.2017 08:15 - 17.04.2017 08:30","43678","40154"
"17.04.2017 08:30 - 17.04.2017 08:45","44794","40620"
"17.04.2017 08:45 - 17.04.2017 09:00","45752","41505"
"17.04.2017 09:00 - 17.04.2017 09:15","46683","42438"
"17.04.2017 09:15 - 17.04.2017 09:30","47375","43319"
"17.04.2017 09:30 - 17.04.2017 09:45","47415","44310"
"17.04.2017 09:45 - 17.04.2017 10:00","48045","45416"
"17.04.2017 10:00 - 17.04.2017 10:15","48554","45993"
"17.04.2017 10:15 - 17.04.2017 10:30","49006","46617"
"17.04.2017 10:30 - 17.04.2017 10:45","49202","47579"
"17.04.2017 10:45 - 17.04.2017 11:00","50446","48436"
"17.04.2017 11:00 - 17.04.2017 11:15","50881","48723"
"17.04.2017 11:15 - 17.04.2017 11:30","51903","49221"
"17.04.2017 11:30 - 17.04.2017 11:45","52183","49733"
"17.04.2017 11:45 - 17.04.2017 12:00","53328","49256"
"17.04.2017 12:00 - 17.04.2017 12:15","52116","48979"
"17.04.2017 12:15 - 17.04.2017 12:30","51214","48532"
"17.04.2017 12:30 - 17.04.2017 12:45","51513","48564"
"17.04.2017 12:45 - 17.04.2017 13:00","49816","47829"
"17.04.2017 13:00 - 17.04.2017 13:15","50190","47650"
"17.04.2017 13:15 - 17.04.2017 13:30","50016","46834"
"17.04.2017 13:30 - 17.04.2017 13:45","49598","46505"
"17.04.2017 13:45 - 17.04.2017 14:00","49776","46217"
"17.04.2017 14:00 - 17.04.2017 14:15","48942","46125"
"17.04.2017 14:15 - 17.04.2017 14:30","48397","46329"
"17.04.2017 14:30 - 17.04.2017 14:45","48255","45436"
"17.04.2017 14:45 - 17.04.2017 15:00","47567","44836"
"17.04.2017 15:00 - 17.04.2017 15:15","47751","45592"
"17.04.2017 15:15 - 17.04.2017 15:30","48228","46119"
"17.04.2017 15:30 - 17.04.2017 15:45","47443","46141"
"17.04.2017 15:45 - 17.04.2017 16:00","47654","45459"
"17.04.2017 16:00 - 17.04.2017 16:15","46718","45115"
"17.04.2017 16:15 - 17.04.2017 16:30","47050","45828"
"17.04.2017 16:30 - 17.04.2017 16:45","46565","46296"
"17.04.2017 16:45 - 17.04.2017 17:00","47480","46238"
"17.04.2017 17:00 - 17.04.2017 17:15","48793","46572"
"17.04.2017 17:15 - 17.04.2017 17:30","47521","47020"
"17.04.2017 17:30 - 17.04.2017 17:45","47852","47780"
"17.04.2017 17:45 - 17.04.2017 18:00","48675","47496"
"17.04.2017 18:00 - 17.04.2017 18:15","49119","47995"
"17.04.2017 18:15 - 17.04.2017 18:30","48888","48133"
"17.04.2017 18:30 - 17.04.2017 18:45","49386","48188"
"17.04.2017 18:45 - 17.04.2017 19:00","49314","48419"
"17.04.2017 19:00 - 17.04.2017 19:15","49118","48952"
"17.04.2017 19:15 - 17.04.2017 19:30","49331","49008"
"17.04.2017 19:30 - 17.04.2017 19:45","49080","49126"
"17.04.2017 19:45 - 17.04.2017 20:00","49223","48917"
"17.04.2017 20:00 - 17.04.2017 20:15","49582","49355"
"17.04.2017 20:15 - 17.04.2017 20:30","48894","49366"
"17.04.2017 20:30 - 17.04.2017 20:45","49242","49178"
"17.04.2017 20:45 - 17.04.2017 21:00","48780","49300"
"17.04.2017 21:00 - 17.04.2017 21:15","48841","49093"
"17.04.2017 21:15 - 17.04.2017 21:30","48583","48765"
"17.04.2017 21:30 - 17.04.2017 21:45","49388","48189"
"17.04.2017 21:45 - 17.04.2017 22:00","47362","48090"
"17.04.2017 22:00 - 17.04.2017 22:15","47317","48444"
"17.04.2017 22:15 - 17.04.2017 22:30","47011","47980"
"17.04.2017 22:30 - 17.04.2017 22:45","45962","47183"
"17.04.2017 22:45 - 17.04.2017 23:00","45540","46283"
"17.04.2017 23:00 - 17.04.2017 23:15","44860","45758"
"17.04.2017 23:15 - 17.04.2017 23:30","44292","45072"
"17.04.2017 23:30 - 17.04.2017 23:45","43421","44041"
"17.04.2017 23:45 - 18.04.2017 00:00","43101","43249"
"18.04.2017 00:00 - 18.04.2017 00:15","42191","42680"
"18.04.2017 00:15 - 18.04.2017 00:30","41992","42072"
"18.04.2017 00:30 - 18.04.2017 00:45","41667","41518"
"18.04.2017 00:45 - 18.04.2017 01:00","41522","41177"
"18.04.2017 01:00 - 18.04.2017 01:15","40959","40562"
"18.04.2017 01:15 - 18.04.2017 01:30","40485","40195"
"18.04.2017 01:30 - 18.04.2017 01:45","40168","39988"
"18.04.2017 01:45 - 18.04.2017 02:00","40108","39834"
"18.04.2017 02:00 - 18.04.2017 02:15","40018","39485"
"18.04.2017 02:15 - 18.04.2017 02:30","39786","39298"
"18.04.2017 02:30 - 18.04.2017 02:45","39925","39271"
"18.04.2017 02:45 - 18.04.2017 03:00","39860","39347"
"18.04.2017 03:00 - 18.04.2017 03:15","40237","39616"
"18.04.2017 03:15 - 18.04.2017 03:30","40251","39919"
"18.04.2017 03:30 - 18.04.2017 03:45","40746","40191"
"18.04.2017 03:45 - 18.04.2017 04:00","41229","40526"
"18.04.2017 04:00 - 18.04.2017 04:15","41501","41273"
"18.04.2017 04:15 - 18.04.2017 04:30","41922","41603"
"18.04.2017 04:30 - 18.04.2017 04:45","42436","42199"
"18.04.2017 04:45 - 18.04.2017 05:00","42931","42923"
"18.04.2017 05:00 - 18.04.2017 05:15","44475","44262"
"18.04.2017 05:15 - 18.04.2017 05:30","45223","44938"
"18.04.2017 05:30 - 18.04.2017 05:45","46595","46215"
"18.04.2017 05:45 - 18.04.2017 06:00","48226","47871"
"18.04.2017 06:00 - 18.04.2017 06:15","51685","50817"
"18.04.2017 06:15 - 18.04.2017 06:30","53278","52998"
"18.04.2017 06:30 - 18.04.2017 06:45","54553","54438"
"18.04.2017 06:45 - 18.04.2017 07:00","56098","56052"
"18.04.2017 07:00 - 18.04.2017 07:15","58106","58319"
"18.04.2017 07:15 - 18.04.2017 07:30","59582","59404"
"18.04.2017 07:30 - 18.04.2017 07:45","60901","60864"
"18.04.2017 07:45 - 18.04.2017 08:00","62328","61832"
"18.04.2017 08:00 - 18.04.2017 08:15","63125","63000"
"18.04.2017 08:15 - 18.04.2017 08:30","63740","63433"
"18.04.2017 08:30 - 18.04.2017 08:45","64472","63914"
"18.04.2017 08:45 - 18.04.2017 09:00","64270","64269"
"18.04.2017 09:00 - 18.04.2017 09:15","64306","64685"
"18.04.2017 09:15 - 18.04.2017 09:30","64878","64811"
"18.04.2017 09:30 - 18.04.2017 09:45","65757","65952"
"18.04.2017 09:45 - 18.04.2017 10:00","66177","66531"
"18.04.2017 10:00 - 18.04.2017 10:15","66037","67026"
